gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
PTX3,-1.476226457,2.090487245,-3.525354007,0.00060966,0.011844541,-0.564102159
SP140L,-1.514559171,6.524387725,-3.52417633,0.000612107,0.011873326,-0.567744341
SIMC1,1.887002649,4.359633121,3.522947974,0.000614669,0.011904251,-0.57154222
ATP5G1,-1.460836846,5.876827399,-3.521591376,0.00061751,0.011940478,-0.575735383
LYPLAL1,-1.583731581,3.495877679,-3.520209169,0.000620418,0.011964961,-0.580006374
BLCAP,-1.646323128,5.278915931,-3.520064957,0.000620723,0.011964961,-0.580451906
HMGCL,-1.741181086,5.3968743,-3.519199648,0.00062255,0.0119717,-0.583124928
UBXN2B,-1.630282881,4.408670284,-3.518978168,0.000623019,0.0119717,-0.583809016
AIFM2,-1.710757933,3.337303509,-3.51470253,0.000632132,0.012127858,-0.597008498
ADAM9,-2.185853236,3.453507112,-3.513222525,0.000635315,0.012169951,-0.601574495
NME7,-1.797504247,4.143025673,-3.511979547,0.000638001,0.012202385,-0.605408047
CCDC124,-1.373552165,5.939461231,-3.510530948,0.000641144,0.012231217,-0.609874406
SH3BGRL3,-1.043711205,9.398110124,-3.510368426,0.000641497,0.012231217,-0.610375407
KRIT1,-1.817780629,4.878439539,-3.509540052,0.000643302,0.012243223,-0.612928714
KIF9,1.469674639,3.846988491,3.509166277,0.000644118,0.012243223,-0.614080649
BET1L,-1.523487651,6.198763143,-3.50723688,0.000648346,0.012304558,-0.620025283
MBLAC2,-1.059305531,2.294721527,-3.502022515,0.000659902,0.012504574,-0.636078113
SLC25A15,-1.504315287,3.426436663,-3.498883584,0.000666951,0.012618717,-0.645732352
THYN1,1.095167555,6.744112093,3.497685659,0.00066966,0.01265051,-0.649414922
ZNF318,-1.807020787,4.450780738,-3.495857503,0.000673815,0.012709466,-0.655032955
NME1,-1.129770373,3.153994612,-3.493785277,0.000678553,0.012779239,-0.661398189
KLRC4-KLRK1,0.689217188,1.892085137,3.492511436,0.000681481,0.012814763,-0.665309531
TTC13,-1.864810305,5.982685265,-3.490767498,0.000685509,0.012870831,-0.670662463
RAB32,-2.192785667,3.044490616,-3.488228104,0.000691415,0.012961925,-0.678453183
SFTPA1,-3.446383499,3.340308216,-3.487082045,0.000694096,0.012992379,-0.681967739
EOGT,1.894027261,4.230758145,3.485330025,0.000698213,0.013049589,-0.687338778
ZBTB18,1.287064208,2.755173309,3.484280728,0.00070069,0.013058087,-0.690554498
GPRC5A,-1.530415108,2.190118193,-3.48395611,0.000701458,0.013058087,-0.691549177
CHRAC1,1.686164497,5.965779425,3.483729971,0.000701994,0.013058087,-0.692242057
TOR1B,-1.624804637,5.04590555,-3.48334116,0.000702915,0.013058087,-0.693433276
IFITM10,-1.042767439,2.174014772,-3.482472786,0.000704978,0.013064997,-0.696093367
TTC37,2.178944532,6.372509801,3.482290168,0.000705412,0.013064997,-0.696652715
EIF3L,1.474103409,6.494531283,3.481376039,0.00070759,0.013085635,-0.699452277
AVEN,-1.57923043,4.145824927,-3.480218877,0.000710357,0.013117073,-0.702995294
SLC22A15,-1.112817589,2.112923925,-3.477896652,0.00071594,0.013181393,-0.710102671
S100A10,-0.983515031,8.272235651,-3.477878357,0.000715984,0.013181393,-0.710158649
C10orf10,-2.048714106,2.69461454,-3.474396867,0.000724432,0.013316981,-0.720806891
PPARG,-2.165707768,3.095334378,-3.473809126,0.000725867,0.013323451,-0.722603669
LIX1L,-1.456544994,4.26016569,-3.472452654,0.00072919,0.013364497,-0.726749601
R3HCC1,1.620307255,6.034391473,3.471659183,0.00073114,0.013380302,-0.72917417
CD300LF,-1.595054598,2.587911537,-3.471202457,0.000732265,0.013380976,-0.730569562
ZNF827,1.696388848,3.554781978,3.469159568,0.000737317,0.013453292,-0.736809209
TXK,1.589012826,7.416734835,3.464922876,0.000747897,0.013626133,-0.749740043
CEP350,1.758052105,6.436726827,3.460430898,0.000759271,0.013812899,-0.763436175
KDELR3,-0.869034242,1.861519197,-3.459332345,0.000762078,0.013843473,-0.766783516
RASSF2,-2.331804945,5.933238665,-3.458675458,0.00076376,0.013853577,-0.76878467
A2M,-2.521053776,3.258990218,-3.457343428,0.000767183,0.01389517,-0.772841658
YIF1B,-1.338185982,5.695300832,-3.456528098,0.000769286,0.013912756,-0.775324304
EIF4B,1.337261985,6.907088504,3.453150825,0.000778051,0.014050627,-0.785602943
RHBDF2,-2.174508565,5.344265616,-3.452136785,0.000780702,0.014077816,-0.788687567
CHP1,-1.176236768,4.381167219,-3.449181479,0.000788474,0.014197153,-0.797673208
CEP290,1.686597426,4.208781535,3.43922141,0.000815208,0.014657065,-0.827911284
AZI2,-1.503810596,4.566216524,-3.43767604,0.000819432,0.014711495,-0.832596608
SLC25A3,1.167103327,8.190704542,3.435757189,0.000824705,0.014784578,-0.838411905
HYI,0.766970989,2.084576541,3.434820554,0.00082729,0.014809339,-0.841249537
CALHM2,-1.960113006,5.427444256,-3.433844476,0.000829993,0.014836118,-0.844205997
KNOP1,-1.319604375,3.089206722,-3.432912978,0.000832579,0.014855955,-0.8470268
RPS27L,-1.081715256,6.320457088,-3.43257549,0.000833518,0.014855955,-0.848048642
TRBV25-1,1.0268004,3.307564989,3.430506201,0.000839298,0.014937316,-0.854312244
DDX27,1.734172338,7.119947993,3.427938573,0.000846522,0.015030308,-0.862080053
SLC29A1,-2.513347221,3.792044591,-3.427780827,0.000846967,0.015030308,-0.862557127
RNF19A,1.94285168,7.359157213,3.42733126,0.000848239,0.015031181,-0.86391666
UBE2E3,-1.347876205,5.71617043,-3.426474638,0.000850666,0.015052509,-0.866506772
RANBP2,1.77804467,6.167459527,3.425740805,0.000852751,0.01506772,-0.868725198
SEC22A,-1.472909534,3.735115415,-3.424118137,0.000857378,0.01511941,-0.873629274
HCK,-2.497431154,4.34738624,-3.4237849,0.000858331,0.01511941,-0.87463616
PPCDC,-1.643272543,4.058523642,-3.423423952,0.000859365,0.01511941,-0.875726688
ZNF23,1.103350419,2.379872241,3.422800231,0.000861153,0.015129236,-0.877610908
HLA-DRB5,-1.974917834,6.14285296,-3.418930098,0.000872331,0.015303738,-0.889296126
ZNF688,1.55642575,5.304328518,3.415662651,0.000881873,0.015449107,-0.899153322
ENPP4,-2.212558475,4.284013086,-3.414482003,0.000885345,0.01548787,-0.902713216
FGR,-2.489967829,4.413739856,-3.412972191,0.000889804,0.01554376,-0.907264155
POLRMT,1.800892488,6.649548923,3.412380309,0.000891557,0.015552304,-0.909047786
MFSD3,-1.735516453,3.849399851,-3.410464748,0.000897255,0.015629529,-0.914818598
OAS1,-2.182024617,4.624972568,-3.40877643,0.000902306,0.015683584,-0.919902648
CCDC184,1.280425824,2.597105487,3.408575285,0.000902909,0.015683584,-0.920508221
DNALI1,-0.982085209,1.794231567,-3.407079574,0.000907408,0.015739506,-0.925010355
AVL9,-1.797556818,5.238374764,-3.406225564,0.000909987,0.015761998,-0.927580232
SDF4,-1.051498805,7.572279806,-3.404901224,0.000913999,0.015809224,-0.931564392
WRAP73,-1.641645334,5.835332735,-3.404139395,0.000916314,0.015827014,-0.93385572
9-Sep,1.136453113,7.558682967,3.403479392,0.000918325,0.015839492,-0.935840451
LRRC25,-1.874841671,3.057134202,-3.401391578,0.000924712,0.015927316,-0.942116785
SLC25A20,-1.990540989,5.465014995,-3.399093573,0.00093179,0.016026783,-0.949021387
USP20,1.572337195,7.382485926,3.396582828,0.000939581,0.016138225,-0.956560867
LCN2,-1.573982273,1.936610481,-3.395871129,0.000941801,0.016153789,-0.958697196
FNTA,1.258504504,6.615553993,3.39276966,0.000951531,0.016273585,-0.968002739
DBI,-0.992541125,6.911970183,-3.392391382,0.000952725,0.016273585,-0.969137241
GCNT1,-2.141679043,3.862372564,-3.392056837,0.000953781,0.016273585,-0.970140498
GLUL,-1.625732504,8.807803063,-3.391302157,0.000956168,0.016273585,-0.972403386
SCD,-2.25219848,3.656229034,-3.391065387,0.000956919,0.016273585,-0.973113251
YWHAZ,0.949510662,10.37916091,3.390770182,0.000957855,0.016273585,-0.973998254
TRPT1,-1.629481247,5.271181033,-3.389992768,0.000960324,0.016273585,-0.976328587
PCOLCE2,-1.989219546,2.648715694,-3.389819909,0.000960873,0.016273585,-0.976846681
TM9SF1,0.92360493,2.430997193,3.389447856,0.000962058,0.016273585,-0.977961727
TULP4,1.602213913,5.134398712,3.388725334,0.000964362,0.016273585,-0.980126849
COPS7A,-1.655434056,5.652050023,-3.388511053,0.000965046,0.016273585,-0.980768894
SH3BP2,-1.495010561,5.826804221,-3.387761846,0.000967442,0.016273585,-0.983013472
E2F1,-1.736101574,2.962510648,-3.38750401,0.000968268,0.016273585,-0.983785837
TNFSF13B,-1.73398902,3.44284148,-3.387354155,0.000968749,0.016273585,-0.984234716
APOLD1,-1.177180059,3.281385297,-3.387076933,0.000969638,0.016273585,-0.985065075
RACGAP1,-2.001516473,3.899024501,-3.386977308,0.000969958,0.016273585,-0.985363465
ATP6V1E1,-1.426743698,6.717828479,-3.386483925,0.000971542,0.016277968,-0.986841111
MR1,-1.780551303,5.919318287,-3.385185051,0.000975726,0.016310454,-0.990730308
H3F3B,0.934996269,12.27840485,3.385058838,0.000976134,0.016310454,-0.991108163
SP6,0.746963744,1.756809757,3.383501077,0.000981176,0.016370552,-0.995770802
ALDH1B1,-1.824844431,3.315064097,-3.383126249,0.000982393,0.016370552,-0.996892467
IRF1,1.085812265,9.511832678,3.380240551,0.000991809,0.016505095,-1.005524471
YRDC,1.601368949,5.249918823,3.379765712,0.000993366,0.016508675,-1.006944287
SOD3,-0.861265219,1.782789295,-3.37897331,0.000995971,0.016529616,-1.009313286
IRF5,-1.99680855,4.801944768,-3.377263827,0.001001611,0.016600817,-1.014422497
ZNF700,-1.573119568,3.145859535,-3.376772894,0.001003236,0.016605374,-1.015889383
FBXO46,-1.378872654,3.572870504,-3.375467437,0.001007569,0.01665469,-1.019789189
PPIC,-0.85404321,1.851665033,-3.374541704,0.001010653,0.01668324,-1.022553897
DOK3,-1.799407536,2.802763297,-3.37262347,0.001017072,0.016766683,-1.028280758
PRAM1,-1.496993343,2.531257013,-3.371804332,0.001019824,0.01678955,-1.030725478
SMIM18,0.734658545,1.82988972,3.371112616,0.001022154,0.016805407,-1.032789528
TIMM23B,1.175393344,4.393415357,3.367797598,0.001033388,0.016967427,-1.042676628
ABHD14B,-1.467193383,5.480546408,-3.365883892,0.001039926,0.017043502,-1.04838069
ZNF770,1.53701862,4.964316599,3.365630946,0.001040793,0.017043502,-1.049134432
KLRC4,0.564435239,1.778796464,3.364569967,0.001044437,0.017080435,-1.052295495
PHC1,1.753823103,5.354410214,3.363284337,0.001048869,0.017130133,-1.056124795
SERPINI1,-1.655181967,3.210542588,-3.362507907,0.001051554,0.017151209,-1.058436843
BNIP3L,-1.534391852,6.405427386,-3.361296615,0.001055756,0.017181686,-1.062042957
FAM114A1,-0.975822735,1.889695711,-3.361163995,0.001056217,0.017181686,-1.062437712
HYPK,-1.188242449,2.646899465,-3.357526433,0.001068935,0.017365606,-1.073260324
TUBA1A,1.179146513,9.922415862,3.356373424,0.001072996,0.017382959,-1.076688809
MXRA7,-1.893514614,5.481832519,-3.356019816,0.001074245,0.017382959,-1.077740072
GLI4,1.105257664,3.073556087,3.355826099,0.001074929,0.017382959,-1.078315948
U2SURP,1.465638631,7.034328211,3.355274967,0.001076879,0.017382959,-1.079954189
POLR2J2,0.588687216,1.996570593,3.354963269,0.001077983,0.017382959,-1.080880614
GMNN,-1.650945606,4.374733377,-3.354821861,0.001078484,0.017382959,-1.081300884
FAM3C,-1.544445831,4.111885832,-3.353578337,0.001082901,0.017419252,-1.084996049
FAM193A,1.681219066,4.845721617,3.353390903,0.001083569,0.017419252,-1.085552918
DHX15,-1.646348197,7.031678828,-3.352522972,0.001086664,0.0174462,-1.088131219
DHX38,1.723267271,6.151008594,3.346329908,0.001108989,0.017781413,-1.106512738
OSER1,1.453630453,6.771860217,3.345912194,0.00111051,0.017782619,-1.107751551
SMAP2,0.895595737,9.861113726,3.344114819,0.001117078,0.017864527,-1.113080579
HIST1H3H,-1.85554591,5.307698321,-3.343585733,0.001119018,0.017872315,-1.114648817
MLPH,-1.726365354,2.388782376,-3.342667452,0.001122393,0.017902967,-1.117370172
CLEC4A,-1.302658279,2.557051323,-3.340789351,0.001129325,0.017934292,-1.122934082
PPP1R14B,-1.223845411,5.34730064,-3.340673458,0.001129754,0.017934292,-1.123277334
CUL5,1.681726752,5.58707352,3.340666899,0.001129779,0.017934292,-1.12329676
RHOQ,-1.218111382,2.76112203,-3.340555832,0.00113019,0.017934292,-1.123625708
CEBPZOS,-1.42390227,4.541528093,-3.34009877,0.001131884,0.017938032,-1.1249793
SF1,0.881224725,7.709558639,3.338326537,0.001138477,0.018019285,-1.13022635
CALU,-1.832974569,6.02630177,-3.33721894,0.001142615,0.018061538,-1.13350446
TNFSF13,-0.96180126,2.223753313,-3.334644166,0.001152289,0.018191082,-1.141121481
ATP5G2,-0.84582373,7.078105612,-3.332947742,0.001158705,0.018260922,-1.146137433
CEP120,2.028412253,5.831307797,3.33235142,0.001160968,0.018260922,-1.147900131
SPRY2,-1.957685563,2.80070713,-3.332030393,0.001162189,0.018260922,-1.148848965
TLCD1,-0.855921572,2.238249345,-3.331825425,0.001162968,0.018260922,-1.149454733
TMEM63A,1.945132523,7.069536802,3.331518265,0.001164137,0.018260922,-1.150362465
CMTM4,-0.706470801,1.837566981,-3.329726,0.001170982,0.01834489,-1.155657678
KIAA1671,-1.138401378,2.339422565,-3.328513556,0.001175634,0.018394332,-1.159238502
MAP3K6,-1.856974839,4.074764411,-3.325574909,0.00118698,0.018548262,-1.167913061
SIRPA,-1.960093081,2.953603314,-3.324776439,0.001190081,0.018573114,-1.170268973
DDX17,1.40807692,6.464470502,3.324366197,0.001191677,0.01857445,-1.171479224
HNRNPA2B1,0.623564681,9.450433873,3.321382414,0.001203345,0.018732582,-1.180277997
IER2,1.151002463,9.39921191,3.320354524,0.00120739,0.01877178,-1.183307607
TUBGCP6,1.650721369,7.321040851,3.31546677,0.001226796,0.019049415,-1.197703323
POGZ,1.853003046,4.434706234,3.314877513,0.001229155,0.01906198,-1.199437667
CD79A,1.780289235,3.659834206,3.313565615,0.001234423,0.019119561,-1.203298036
CNOT10,1.77008043,5.814368551,3.309624198,0.001250376,0.019323484,-1.214888454
CYP1B1,-1.674749138,2.239726724,-3.309536984,0.001250731,0.019323484,-1.215144795
TLK1,0.979991366,6.101288309,3.30738457,0.001259527,0.01943496,-1.221469435
MATN1,1.117225461,2.157171691,3.304618633,0.001270915,0.019586103,-1.2295919
PURB,1.70545309,4.563907255,3.303874874,0.001273993,0.019608974,-1.231775077
ASAH1,-1.777439273,6.798604952,-3.303489176,0.001275593,0.019609046,-1.232907066
PHF23,-1.540911888,4.111537492,-3.302126407,0.001281258,0.019669583,-1.236905815
LY96,-1.451432444,3.364753562,-3.301773412,0.001282729,0.019669583,-1.237941379
MLLT3,1.539572864,5.56585706,3.299467104,0.001292381,0.019778851,-1.244705059
SMIM20,-1.232111236,4.772279542,-3.299302787,0.001293072,0.019778851,-1.245186802
MICAL1,-1.303069601,7.688776181,-3.297549242,0.00130046,0.019867145,-1.250326598
YTHDF2,1.129989053,8.001275189,3.29621791,0.001306095,0.019928481,-1.254227355
SSH1,-1.812497717,4.089092679,-3.295727301,0.001308177,0.019935521,-1.255664498
SPINT1,-1.855870186,3.529192189,-3.294902107,0.001311687,0.019964265,-1.258081344
RARRES2,-1.134934678,1.840084841,-3.29368406,0.001316884,0.020018583,-1.261647879
ASTE1,1.747882413,5.519976258,3.292680582,0.001321179,0.020059087,-1.264585324
AGRP,-0.779864686,1.915748853,-3.291488704,0.001326298,0.020105526,-1.268073317
ERI2,-1.278226883,2.305324149,-3.291207759,0.001327508,0.020105526,-1.268895341
SNX11,-1.769705781,4.80988135,-3.290285273,0.001331486,0.020140972,-1.271594064
ACTG1,-0.645835896,10.59044589,-3.285211214,0.001353567,0.020449838,-1.286427069
CEBPZ,1.430240618,6.421856526,3.284517008,0.001356615,0.020470733,-1.28845498
HNRNPU,1.267269687,9.227810489,3.28411477,0.001358383,0.020472303,-1.289629836
GADD45G,-1.76653282,6.372499357,-3.283113735,0.001362795,0.020513645,-1.292553139
PCBD1,-1.221521092,3.473233464,-3.281367696,0.001370521,0.020604724,-1.297650316
GTSF1,-1.417775589,3.284312593,-3.280729628,0.001373354,0.020622115,-1.299512456
C9orf89,-1.473952837,5.959546546,-3.280038103,0.001376432,0.02064306,-1.301530272
CLCN7,-1.680714277,5.916617235,-3.27952708,0.00137871,0.02064306,-1.303021173
MEPCE,1.51659369,4.256371,3.279286176,0.001379785,0.02064306,-1.303723942
IFT46,-1.491289511,3.950004451,-3.278234224,0.001384489,0.02068827,-1.306792207
TPD52L1,-0.710414104,1.803499944,-3.276927347,0.001390354,0.020739537,-1.310602895
PDIK1L,-1.607872694,3.779155272,-3.276366687,0.001392877,0.020739537,-1.312237325
CITED4,1.416363118,5.600392904,3.276268966,0.001393317,0.020739537,-1.312522175
TBX21,-1.814849238,5.464496198,-3.275488339,0.001396839,0.020739537,-1.314797414
KDM1A,1.619120065,6.529060879,3.275373185,0.001397359,0.020739537,-1.315133005
DPP9,-1.53822265,5.911342935,-3.275222827,0.001398038,0.020739537,-1.31557118
SIGLEC1,-1.731011039,2.598636052,-3.272956368,0.001408318,0.020866855,-1.322174098
ADCK5,1.773620755,4.694809371,3.270801017,0.001418158,0.020964399,-1.328449835
TMEM230,-1.141887084,7.485950788,-3.270743475,0.001418422,0.020964399,-1.328617333
FSCN1,1.785361475,3.117655976,3.270395922,0.001420015,0.020964399,-1.32962897
DDI2,-1.552759539,3.474083219,-3.268721955,0.001427712,0.021052753,-1.334500216
ZNF207,1.203779865,7.380641003,3.268235264,0.001429957,0.021058695,-1.335916103
TRA2A,1.123038957,6.202500372,3.267891483,0.001431544,0.021058695,-1.33691613
MANBA,-1.811994703,4.955450078,-3.267522216,0.001433252,0.021058695,-1.337990198
NCEH1,-1.763195863,3.328895828,-3.266220888,0.001439283,0.021085773,-1.341774501
TAB2,1.679536286,4.913847958,3.266126001,0.001439724,0.021085773,-1.342050389
SHC2,1.211848465,2.290234656,3.265917561,0.001440693,0.021085773,-1.342656408
BRIX1,1.37079676,5.707888835,3.265646637,0.001441953,0.021085773,-1.343444049
PCF11,1.498652726,6.003424394,3.26465388,0.001446578,0.02112829,-1.346329767
SEMA4D,1.133513281,8.31131896,3.264011063,0.001449581,0.021140201,-1.348197904
HMGA1,-1.256779103,5.496841925,-3.263743588,0.001450832,0.021140201,-1.348975144
SENP2,1.608061096,4.713973064,3.262575095,0.001456309,0.021186382,-1.352369982
SLC31A2,-0.900406162,2.261611643,-3.262332862,0.001457447,0.021186382,-1.353073619
ADSL,-1.377527429,6.509522802,-3.261153417,0.001462999,0.021241982,-1.35649905
APOBEC3H,-1.671785222,3.121762359,-3.260736635,0.001464965,0.021245453,-1.357709258
TLN1,-1.75435494,8.02741144,-3.259258737,0.001471959,0.021292697,-1.361999585
MLEC,-1.542052883,5.560879685,-3.259135833,0.001472542,0.021292697,-1.362356304
UFC1,1.235188485,6.55288333,3.258951404,0.001473417,0.021292697,-1.36289157
CSE1L,-1.584046212,6.185568,-3.257370527,0.00148094,0.021376285,-1.367478716
PTGR1,-1.212876947,2.183275624,-3.256302814,0.00148604,0.021424765,-1.370575805
MAPK1IP1L,1.410742113,7.550066963,3.255361373,0.001490552,0.021464641,-1.373305926
FUBP1,-1.414505679,6.047190007,-3.253633985,0.001498862,0.021559071,-1.37831355
CTBP2,-1.270685697,2.432472613,-3.252334628,0.001505142,0.021624105,-1.382078885
THOC3,-1.180667682,4.689914978,-3.250461469,0.001514238,0.021702615,-1.387504831
RPS16,0.76817693,8.279193679,3.250285564,0.001515095,0.021702615,-1.38801424
ZNF575,-1.207396697,2.95397568,-3.24909515,0.001520905,0.021702615,-1.391460994
MGMT,-1.489851917,4.998544939,-3.248952867,0.001521601,0.021702615,-1.391872894
FAM47E-STBD1,-0.643528929,1.899399189,-3.248917598,0.001521773,0.021702615,-1.391974994
PSAP,-1.20386634,10.18452647,-3.248711454,0.001522782,0.021702615,-1.392571738
CAMKK2,1.751686059,4.571865933,3.248675244,0.00152296,0.021702615,-1.392676552
AP1M2,-0.951761078,1.84719748,-3.247918499,0.001526669,0.021730291,-1.394866876
KRT19,-2.014612854,2.455824783,-3.246995631,0.001531203,0.021769642,-1.397537457
ARID4B,1.354052143,8.064307197,3.243929826,0.001546359,0.021942578,-1.406404743
CREG1,-1.727139736,6.245078629,-3.243813628,0.001546936,0.021942578,-1.406740689
CSF2,-1.749239655,2.501921927,-3.243101115,0.001550479,0.021967501,-1.408800451
CTNNAL1,-1.588731629,3.893653649,-3.242556706,0.001553192,0.021980609,-1.410374003
ERCC6L2,2.004993305,5.60266177,3.24185389,0.0015567,0.022004936,-1.412405085
KLF3,1.627731928,6.580703786,3.239429786,0.001568857,0.022151325,-1.419407766
TM2D1,1.116355558,4.853946886,3.237770784,0.001577228,0.022225353,-1.42419775
SLC27A5,-1.136497113,2.99458771,-3.237282278,0.001579701,0.022225353,-1.425607814
SNX10,-1.69540816,4.805588103,-3.237013945,0.001581061,0.022225353,-1.426382276
BST2,-1.557898019,6.327898563,-3.236961085,0.001581329,0.022225353,-1.426534834
ZNF184,2.002365315,5.271558398,3.236166177,0.001585365,0.022256635,-1.428828755
C16orf54,1.735108839,5.074751002,3.23475987,0.001592527,0.022318394,-1.432885891
SRSF2,1.129085111,7.516510774,3.234590298,0.001593393,0.022318394,-1.433375
SNX29,1.693195769,4.670516761,3.234183027,0.001595474,0.02232212,-1.434549638
ZNF569,1.568817628,3.671634264,3.230534463,0.001614231,0.022558884,-1.445067245
IL15RA,-1.700476647,4.63455219,-3.230155794,0.00161619,0.022560617,-1.446158261
UBXN2A,1.545552148,5.185778284,3.227899665,0.001627904,0.022698378,-1.452656395
MRPL18,-1.578201118,7.315680868,-3.227420178,0.001630404,0.022707488,-1.454036939
ARL8A,-0.963022194,3.912141804,-3.226772501,0.001633787,0.022728856,-1.455901464
TFR2,1.686602158,2.808257412,3.223824981,0.001649262,0.022918225,-1.464382846
SLPI,-2.379028917,2.96027505,-3.223359242,0.00165172,0.022926473,-1.465722406
SLC9A8,1.550820321,5.397753083,3.221391436,0.001662142,0.023037198,-1.471380449
COMMD8,-1.372348665,5.61157668,-3.220912961,0.001664686,0.023037198,-1.472755778
JAZF1,-1.137445678,2.933746921,-3.220794337,0.001665317,0.023037198,-1.473096725
MGP,-1.410262309,2.148654368,-3.219095971,0.001674378,0.023136511,-1.477976997
RPA3OS,-1.447369211,4.590459238,-3.216004609,0.001690988,0.023330813,-1.48685459
LYN,-2.096949832,4.032740377,-3.215773898,0.001692233,0.023330813,-1.487516848
BZRAP1,1.738322674,3.435107887,3.214420877,0.001699556,0.023405536,-1.491399922
PCGF5,1.509644046,6.484910204,3.213757078,0.00170316,0.023428926,-1.493304483
TXNDC11,1.927884014,6.93022854,3.213213852,0.001706114,0.023433692,-1.494862854
C12orf75,-1.635154395,5.028237831,-3.212992867,0.001707317,0.023433692,-1.495496741
SHKBP1,-1.336309673,7.559094693,-3.212480455,0.00171011,0.023445858,-1.49696643
NUCB1,-1.128446789,7.044775216,-3.210098193,0.001723151,0.023598337,-1.503796644
TMEM216,-1.633159345,4.846667667,-3.209183041,0.001728185,0.023640953,-1.50641937
C1orf56,1.129059263,3.180428098,3.208652863,0.001731107,0.023654622,-1.507938521
KDM2A,1.373343228,5.78590854,3.208288225,0.00173312,0.023655842,-1.508983218
LPXN,-1.401397529,7.209122024,-3.206793516,0.001741394,0.023728302,-1.513264569
GNPNAT1,-1.113368405,2.973108789,-3.206632396,0.001742288,0.023728302,-1.513725971
NIN,1.920152215,6.584460168,3.205870564,0.001746521,0.023759641,-1.51590739
NCS1,-1.081181529,2.003333539,-3.205351542,0.00174941,0.023772652,-1.517393302
COL5A1,-0.877997281,1.949234549,-3.203908723,0.001757466,0.02385576,-1.521522915
LGALS8,1.54123107,6.279936521,3.203254419,0.001761131,0.023879145,-1.523395145
FBXO2,-1.420691866,3.727226214,-3.202900075,0.001763118,0.023879766,-1.524408933
CDIPT,-1.54949228,6.087207294,-3.199853191,0.001780295,0.024065247,-1.533122329
ASGR1,-1.06684072,2.145052639,-3.199776945,0.001780727,0.024065247,-1.533340287
HIST1H2AI,-1.35425767,3.262416501,-3.199249088,0.001783719,0.024079224,-1.53484911
CCNC,1.344951171,5.505804852,3.19853781,0.001787758,0.024086745,-1.536881895
BCL7C,-0.838732588,4.529343583,-3.19846131,0.001788193,0.024086745,-1.537100502
CAGE1,0.81751316,1.841652829,3.197894278,0.00179142,0.024096758,-1.538720741
PPP6R2,-1.339672313,6.248419038,-3.197642398,0.001792855,0.024096758,-1.539440387
ATP6V1D,-1.660961865,5.062569268,-3.195969125,0.001802417,0.024198822,-1.544219897
IL7R,1.19145164,9.028958625,3.194881683,0.001808656,0.024230924,-1.547324936
CD74,-1.592411324,10.63666856,-3.194865603,0.001808748,0.024230924,-1.547370842
STAT3,1.025141779,8.521034631,3.191879369,0.001825987,0.024435239,-1.55589307
STEAP3,-1.140472569,2.005874161,-3.191374458,0.001828916,0.024447841,-1.557333348
FKBP4,-1.77906278,5.943588556,-3.189877047,0.001837631,0.024529091,-1.561603662
CAAP1,1.371561229,4.591679159,3.189645162,0.001838984,0.024529091,-1.562264804
ECH1,-0.690003773,7.476782645,-3.18896657,0.001842948,0.02455534,-1.564199346
MIF4GD,-1.56456689,6.32773054,-3.187543524,0.001851288,0.024639763,-1.568255083
PTPN12,-1.478752851,2.735909696,-3.186323384,0.001858467,0.024708567,-1.571731329
THAP4,-1.432700643,5.558272024,-3.185179962,0.001865218,0.024771539,-1.574988
NDUFS8,-1.12258177,6.740494927,-3.182793857,0.001879379,0.024932685,-1.581780924
MAPKAPK3,-1.833665109,6.451687689,-3.181984197,0.001884207,0.024969798,-1.584084957
NDUFA12,-1.218911456,5.972216096,-3.180591217,0.00189254,0.025053233,-1.588047788
SOAT2,-1.35979807,2.40965337,-3.178179333,0.001907049,0.025218165,-1.594905852
ZBTB11,-1.792692227,4.891659668,-3.177711696,0.001909875,0.025219541,-1.59623505
PLEKHN1,-1.194513544,2.702974666,-3.177483462,0.001911255,0.025219541,-1.596883718
IRS2,1.703484837,4.397380226,3.177086676,0.001913657,0.02522417,-1.598011338
ATP6V1B2,-1.781664448,6.874200056,-3.175564877,0.001922895,0.025318798,-1.602335026
LMBR1,1.520261232,6.490368645,3.175133836,0.001925519,0.025326234,-1.603559372
HIF1AN,-1.901895214,4.925392931,-3.173404729,0.001936079,0.025437923,-1.608469411
COPZ1,-1.225888372,6.385246183,-3.170670626,0.001952886,0.025631374,-1.616228732
LRP8,-1.598424457,4.192177547,-3.169521137,0.001959993,0.025697225,-1.619489293
RALGAPA1,1.425082387,5.560657603,3.168355035,0.001967227,0.025762086,-1.622795971
MVD,-1.388910526,6.094265676,-3.168049007,0.00196913,0.025762086,-1.623663597
DYRK1A,1.370353359,3.80230573,3.166850794,0.001976596,0.025832281,-1.627060003
TBX19,-1.252262635,2.538756097,-3.165011224,0.001988109,0.025869792,-1.632272288
TXN,-1.159002628,6.788687131,-3.165010282,0.001988115,0.025869792,-1.632274957
APOL1,-1.703610021,4.13076958,-3.164593288,0.001990734,0.025869792,-1.633456128
ACHE,1.151630455,2.134615047,3.164379385,0.001992078,0.025869792,-1.634061975
F3,-1.149726556,1.927522425,-3.16429143,0.001992631,0.025869792,-1.634311084
GPR114,-1.918337278,3.281445216,-3.164252451,0.001992876,0.025869792,-1.63442148
