gene_name,log2FoldChange,padj
Foxo1,-0.228319444,0.002415841
Champ1,-0.228637008,0.026828888
Ibtk,-0.229122806,0.026807145
Rpl39-ps,-0.229419166,0.018390506
Rps19,-0.229420484,0.009725409
Rpl10a-ps1,-0.230197659,0.001954997
Gm4604,-0.230665514,0.012039672
Ubqln4,-0.230922574,0.048885018
Cd28,-0.231147136,0.00019113
Zfp266,-0.231864277,0.038574059
Supt16,-0.232157853,0.001303947
Trim44,-0.232206448,0.015704026
Atad2,-0.232388162,0.010902465
Ehd1,-0.232594134,0.009269519
Emc6,-0.233131979,0.049981938
Eif4ebp2,-0.233347442,0.024082916
Kif2a,-0.233483997,0.008563963
Hacd3,-0.233556908,0.015904948
Adam19,-0.233823712,0.002275957
Slc16a1,-0.23405828,0.03166137
Odc1,-0.23421445,0.026698517
Gm12669,-0.234954164,0.011556892
Nfatc1,-0.235287696,0.000148219
Cbx1,-0.235468764,0.008608329
Kpnb1,-0.23612707,0.000271598
Atad1,-0.236991629,0.014463354
Utp6,-0.2369952,0.028411466
G3bp1,-0.237539312,0.001733477
Gm9320,-0.237578667,0.03449389
Utp20,-0.237613848,0.040943609
Rpl14-ps1,-0.237632818,0.001228422
Tor1aip2,-0.238019313,0.009142211
Gm15772,-0.238316532,0.000346044
Thrap3,-0.238683661,0.000952218
Cnot6l,-0.238773645,0.000185901
Dtnb,-0.239077269,0.045628366
Gemin5,-0.23911804,0.017692149
Hist1h1e,-0.239274153,4.58E-05
Phactr4,-0.239789001,0.039133815
Trbc1,-0.23994504,0.003563481
Adgrl1,-0.239953375,0.041627253
Ccdc6,-0.239976862,0.012067691
Rpl34-ps1,-0.240046371,0.024141911
Ftsj3,-0.240112059,0.011932743
Srpk1,-0.240489985,0.00205494
Tcerg1,-0.240764878,0.003473546
Nek7,-0.240964873,0.002025685
Msh3,-0.241010095,0.023014124
Mki67,-0.241069442,0.002892813
Casp3,-0.241480223,0.047949374
Prpf19,-0.241800956,0.013636904
Psmb7,-0.242505919,0.028258787
Ikbkap,-0.242556302,0.041121487
Trim30a,-0.242556635,0.001134436
Gm4204,-0.243144596,0.001970617
Csnk1g3,-0.243251978,0.027088347
Dcun1d5,-0.243330796,0.022873108
Gadd45gip1,-0.243581898,0.044035868
Rps2,-0.243710935,0.001856291
Pcna,-0.244520286,0.009973118
Rps15a-ps7,-0.244947907,0.013185496
Eif4enif1,-0.24509201,0.007873148
Cdca7l,-0.245134235,0.025272539
Zfp275,-0.245836367,0.043510194
Rpl27a,-0.245918979,0.043616749
Ndufv1,-0.246542789,0.022304125
Ncapd3,-0.247041145,0.017784435
Eif1a,-0.247170777,0.023426274
Lpxn,-0.247205193,0.010060056
Drap1,-0.247628791,0.023707748
Kif23,-0.247782881,0.030891937
Leo1,-0.247787393,0.013760714
Tomm70a,-0.247873726,0.006492633
Gtpbp4,-0.247994087,0.013405842
Cacybp,-0.248037115,0.009850106
Rps16-ps2,-0.248063314,0.008972059
Rps20,-0.248207057,0.003558525
Tmsb10,-0.248270688,0.00235234
Gm6204,-0.248343579,0.02842098
Rps24,-0.248464537,0.002671365
Smc1a,-0.248473404,0.000858271
Mlec,-0.248650241,0.000272737
Ssrp1,-0.248703522,0.000799928
Reep3,-0.248878274,0.023353504
Eif5a,-0.249117657,0.002412647
Nop14,-0.249202935,0.007081246
Srsf2,-0.249827852,0.001177606
Rps24-ps3,-0.249919952,0.005485163
Psmc2,-0.250036352,0.013643943
Pop5,-0.250145328,0.045542705
Chrac1,-0.250799963,0.038181731
Golga7,-0.250942763,0.017686773
Fkbp1a,-0.251296714,0.003292862
Irak1,-0.251643775,0.005693076
Bdh1,-0.25168138,0.023219343
Gm15500,-0.251823116,2.73E-05
Ift140,-0.251929167,0.048611083
Hspe1,-0.251985089,0.027809308
Slfn1,-0.25208049,0.000691468
Iars2,-0.252275372,0.003322318
Trbc2,-0.252334194,0.005136141
Cbfb,-0.2524646,0.001144901
Phactr2,-0.252993059,0.034515628
Sf3a1,-0.253025218,0.000601572
Tomm7,-0.253286952,0.015950533
Rps19-ps6,-0.253335986,0.002277879
Rbl1,-0.253547296,0.012806628
Twsg1,-0.253929745,0.020913514
Gm5560,-0.254344825,0.035204055
Sf3a3,-0.254566392,0.016435867
Wdr36,-0.254796721,0.019295141
Ifi35,-0.25488009,0.031241891
Rbm3,-0.255216683,0.006763048
Paip2b,-0.255352727,0.039512028
Tmem194b,-0.255871798,0.027547548
Sumo1,-0.25637839,0.006881464
Creb3,-0.256406152,0.047684433
Tnfrsf1b,-0.256477945,0.000686089
Rnf2,-0.256642781,0.012857606
Parn,-0.256765094,0.027531759
Tfam,-0.256977508,0.011491142
Uba52,-0.257015132,0.010491783
Cltb,-0.257058645,0.028616131
Prdx2,-0.257277415,0.009316939
Gm6136,-0.257324098,8.35E-05
Gbp2,-0.257469804,0.000920051
Gbp6,-0.258305851,0.023118617
Ppp1r11,-0.258345921,0.041757715
Hnrnpll,-0.258486903,0.015667258
Hspd1,-0.258530821,0.01154413
Rps27rt,-0.25972827,0.000329264
Gas5,-0.260669926,0.006680144
Slc25a19,-0.260770445,0.047464579
Rps9,-0.260867444,1.58E-05
Xaf1,-0.261019525,0.047566741
Gm7536,-0.261055595,0.000179204
Trim21,-0.261095302,0.019162637
Hdac4,-0.261492875,0.010866434
Raf1,-0.26185215,0.001834865
Stat1,-0.261991312,4.76E-05
Hdac2,-0.262114603,0.010788383
Etv6,-0.262873944,0.00878972
Fen1,-0.26296508,0.015972068
Azin1,-0.263332033,0.005884061
Smarcc1,-0.26376706,0.00192115
Sdad1,-0.26382622,0.038336605
Npepl1,-0.264473466,0.037374045
Ikbke,-0.264504225,0.017872251
Cox7b,-0.264596685,0.002652303
Psmd12,-0.264868516,0.016808999
Suz12,-0.265131263,0.003774934
Cept1,-0.265290251,0.028324764
Hivep2,-0.265519629,6.86E-05
Psmd7,-0.265857031,0.00153134
Uchl5,-0.266009304,0.037852341
Gm16589,-0.266067921,0.041164789
Nap1l1,-0.266100984,0.0211222
Larp1b,-0.266459588,0.018077566
Mcm6,-0.266669741,0.002954178
Rpsa-ps10,-0.267012832,5.02E-05
Hdac7,-0.267027793,0.000382035
1110004F10Rik,-0.26731151,0.002632147
Rftn1,-0.267658747,0.008445008
Gpr65,-0.267984932,0.014708285
Zfp330,-0.268496537,0.049136777
Eea1,-0.26916938,0.006234982
Wdhd1,-0.269617398,0.029578103
Gm9794,-0.270666492,2.94E-05
Rps15,-0.270748649,0.000389407
Hmgn2,-0.270765759,0.03597063
Ddx21,-0.270820966,1.31E-05
Ctla4,-0.270997724,0.015144513
Ints6,-0.271657645,0.016916918
Med23,-0.271731997,0.041196545
Copg2,-0.27178333,0.037343964
6030458C11Rik,-0.271804554,0.016493542
Cnih1,-0.272251205,0.016662024
Rps23-ps1,-0.272353206,0.000245865
Cep85,-0.272365328,0.026867481
Mtmr4,-0.27243758,0.037251277
Aebp2,-0.27246677,0.000141602
Gsg2,-0.272505688,0.045838168
Naa10,-0.273282295,0.030783413
Haus6,-0.273715974,0.043400911
Nde1,-0.273754152,0.008105275
H2afv,-0.273820699,0.018883545
Mat2a,-0.273832411,0.010243853
Tmem154,-0.273885929,0.015163474
Kdm5b,-0.274005158,0.030236707
Gm5903,-0.274061539,0.048117306
Pnpt1,-0.274983066,0.039304062
Cdc23,-0.275157563,0.03056268
Herc6,-0.275488977,0.008046785
Gtf3c5,-0.275529979,0.031105345
Prpf38a,-0.276191036,0.012471348
Gm2000,-0.276583791,7.09E-05
Ksr1,-0.276859412,0.007438114
Pglyrp2,-0.277898304,0.019172255
Atp5j2,-0.277918708,0.01541306
Carm1,-0.278516357,0.041405681
Usp18,-0.278518699,0.010103664
Cit,-0.278549953,0.03823148
Hmgn5,-0.278966784,0.003265255
Nifk,-0.279144793,0.032944958
Mif4gd,-0.279518904,0.017335704
Pfdn1,-0.279569267,0.023429748
Tnfrsf18,-0.279905669,0.009171124
Pds5b,-0.280110449,0.002345885
Pdcd11,-0.280345811,0.0108209
Ppil1,-0.280413146,0.038555247
Gm7308,-0.280843674,0.01449787
Gm9493,-0.281128474,0.008785811
Trp53,-0.281322852,0.004458586
Gm4332,-0.281554994,0.001670819
Trerf1,-0.281743706,0.021534951
Eif3b,-0.281885301,0.00047697
Hmgb1,-0.281906452,0.013259906
Bmi1,-0.281953833,0.003436753
Tubb5,-0.282127196,0.000183561
Tmx1,-0.282617333,0.003771981
Mis12,-0.282636578,0.015512828
Kif4,-0.283133131,0.019097592
A230046K03Rik,-0.283244115,0.015682249
Slc28a2,-0.283271082,0.023349798
Cenpc1,-0.283422142,0.01888678
Slc38a1,-0.283618533,0.000157305
Lig3,-0.284050459,0.013010892
Net1,-0.284061719,0.024990371
Mbd1,-0.284063693,0.029900008
Rps4x,-0.284293695,0.000597288
Dhx33,-0.284368902,0.032931981
Ttpal,-0.284829718,0.002512268
Gm9531,-0.28485705,0.000292824
Zfp369,-0.285058523,0.03628561
Rpl9-ps6,-0.285162443,0.01776347
Gspt1,-0.285383841,0.000773945
Rnf19b,-0.285574205,0.003281416
Gm12696,-0.285692715,0.015952234
Chchd2,-0.285948305,0.042923332
Bcl2a1d,-0.286107903,0.014166409
Tada3,-0.286212818,0.049445552
Anp32b,-0.28638719,0.000481884
Vars,-0.28639084,0.002624692
Noc2l,-0.286686542,0.000491105
Gm9294,-0.28681507,0.009996448
Nsmce4a,-0.286955933,0.005112773
Mcmbp,-0.287272562,0.001380557
Tardbp,-0.287698185,0.001063708
Fundc2,-0.287700943,0.012594178
Gdi2,-0.28790062,3.5E-05
Cfap36,-0.287931915,0.023886378
Actn1,-0.288147322,0.00038185
Pold3,-0.288160116,0.012098316
Scarna2,-0.288432993,0.004822842
Hint1,-0.290151974,0.002505333
Palm,-0.290280643,0.009321473
Ddx39,-0.290348361,0.003040829
Casp8ap2,-0.290897201,0.002372805
Nampt,-0.291238453,0.012181321
Cox5b,-0.291264496,0.008221676
Morf4l2,-0.291311502,0.032231601
Rasa2,-0.292201437,0.028587297
Ttc3,-0.292528053,0.008164748
Pdik1l,-0.292640016,0.049047129
Wdr89,-0.292700883,4.69E-06
Hmces,-0.292897082,0.022260565
Pfdn4,-0.294626829,0.045103795
Cct6a,-0.29468967,0.001232038
Men1,-0.294792685,0.036103072
Snx25,-0.295316939,0.005279545
Jdp2,-0.295779371,0.026999758
Mettl16,-0.296679374,0.025357026
Psma7,-0.297203825,0.000902131
Zc3h12d,-0.297565329,0.00271659
Fh1,-0.297697127,0.016559967
Nt5c2,-0.297783483,0.024526935
Gm10254,-0.298151154,0.014748959
Ints7,-0.298184933,0.003109707
Exosc3,-0.298762595,0.031542019
St13,-0.299110344,0.001728269
Ndufc2,-0.299135459,0.035268395
Nup62,-0.299406502,0.002610914
Tomm40,-0.299762774,0.023464323
Gm13835,-0.299981484,0.004152282
Irf2bp2,-0.300035043,0.001197356
Cnot6,-0.300605963,0.000345976
Tcp1,-0.300869491,0.000193189
Mtr,-0.301263586,0.015322254
Dusp4,-0.301424693,0.009552454
Heatr1,-0.301857869,0.002496413
Hpcal1,-0.302603459,0.028322003
Relb,-0.302813046,0.031320982
Srsf1,-0.303143079,0.000536717
Nhp2l1,-0.303207048,0.019954942
Gtf2i,-0.303865847,2.54E-05
Pramef8,-0.304817719,0.015653519
Rpl41,-0.304877059,0.001193709
Dtd1,-0.304992908,0.032731745
Psmb5,-0.30510795,0.033828003
Nsmce2,-0.305565538,0.03011048
Scd2,-0.305862277,0.009133361
Rraga,-0.306314617,0.008990598
Trib1,-0.306664007,0.013262903
Gzf1,-0.306707665,0.049845292
Gm6560,-0.306753157,0.001541371
Gpsm2,-0.306768667,0.032167632
Noc3l,-0.306884348,0.01170167
Prmt1,-0.307111353,0.00818265
Gm8730,-0.307250701,0.000264824
Gm6457,-0.307422487,0.011238963
Wdr6,-0.307873879,0.004430523
Rps21,-0.308259171,0.0024032
Diaph2,-0.308475945,0.038475196
Myo1e,-0.309045109,0.020788821
Naa40,-0.309428121,0.003941225
Snhg4,-0.3096473,0.027176055
Psmc1,-0.309990439,0.002392966
Rnf26,-0.31004202,0.020944531
Nfx1,-0.310607082,0.002209146
Casp2,-0.310861898,0.003082824
Dbr1,-0.312399971,0.037900592
Rplp0,-0.312451316,4.68E-07
Atad5,-0.312568707,0.013925742
Hmga1-rs1,-0.313055712,0.00804567
Prps1l3,-0.313227232,0.003948657
Cirh1a,-0.313682584,0.04291385
Zcchc17,-0.313939638,0.008886005
Tagap,-0.314071222,0.002028146
Mov10,-0.314420178,0.011162329
Pwp2,-0.314840665,0.031012876
Arhgap11a,-0.314945642,0.009052473
Trac,-0.314984852,2.75E-06
Nasp,-0.315644495,0.00232678
AI504432,-0.315695912,0.029009532
Rpl37rt,-0.315773043,0.013918534
Bcl2,-0.315824302,0.000129742
Rpl30,-0.316412722,0.045846504
Trim34a,-0.316558498,0.010172406
Mrps17,-0.316764846,0.0386624
Ran,-0.316952089,0.006686235
Umps,-0.317082285,0.010896203
Slbp,-0.317294236,0.00051481
Eif4e,-0.317582787,0.013604266
Gins4,-0.318022447,0.028151125
Ash2l,-0.318044998,0.00571521
Tars,-0.318177914,0.001854046
Smc2,-0.318642993,0.00574303
Rpl18,-0.319095954,0.001616751
Tacc3,-0.320140875,0.0151093
Pdk3,-0.320281791,0.005890009
Kremen1,-0.32042171,0.007113631
Mrpl52,-0.320437222,0.001309567
Mtbp,-0.32082651,0.045871864
Pus1,-0.320983564,0.017117569
Gm7901,-0.321259936,0.016564521
Parp9,-0.32149613,0.000557299
Pitrm1,-0.321550781,0.032830436
Rps18,-0.32167955,0.023054844
Msto1,-0.321878728,0.02747397
Gm9769,-0.321978697,0.007633974
Tubg1,-0.322025392,0.024184441
Dynll2,-0.322171789,0.012393995
Ddx18,-0.322554055,0.024655085
Ccnb2,-0.322587212,0.026231576
Drosha,-0.323070591,0.002122823
Lamtor4,-0.324058722,0.030598098
Stard7,-0.324105467,0.000891478
Gm10076,-0.324225455,0.000392069
Hspd1-ps3,-0.324519472,0.004617414
Nup205,-0.324559209,0.001515767
Cad,-0.324560383,0.000546659
Gm9625,-0.3246448,0.003065243
Slamf1,-0.325050316,0.004764453
Mpp6,-0.325071331,0.004953471
Orc2,-0.325266066,0.030903726
Magoh,-0.325281113,0.000683422
Pold1,-0.325717825,0.02799536
Nsun2,-0.325895333,0.000356765
Cse1l,-0.325986508,0.002509302
Zmym3,-0.326394709,0.02355377
Rpap3,-0.326434512,0.021911542
Trmt2b,-0.326671725,0.036460976
Bcap29,-0.327278178,0.006659491
Gna12,-0.327315868,0.029818006
Laptm4a,-0.327378982,0.021711466
Rpph1,-0.327384097,2.02E-05
Sephs1,-0.327458548,0.008408508
Parl,-0.327486701,0.02667986
Ipmk,-0.327615874,0.015296322
Irgm1,-0.327630766,0.000121776
Ecd,-0.328247904,0.003704511
Snrpe,-0.328261865,0.006573903
Hgsnat,-0.328337624,0.01007154
Npm1,-0.328389931,0.001693132
Ipo5,-0.328432839,0.000960868
Elp3,-0.329177987,0.010032837
Eif4a-ps4,-0.329814512,6.88E-05
Ncaph,-0.329913567,0.018962361
Lamp1,-0.33000538,0.000192083
Drg1,-0.330057751,0.000595781
Nup93,-0.330441547,0.005118068
Zmynd19,-0.330684676,0.040604075
Zfpm1,-0.331121227,4.17E-05
Pola2,-0.331417471,0.009600697
Snrpf,-0.33195723,0.012180088
Zfp219,-0.332077533,0.038272919
Rif1,-0.332299374,6.05E-05
Trmt10c,-0.33250146,0.010450499
Ankrd26,-0.332543562,0.036190031
Ndc80,-0.332575957,0.044857009
Rrm2,-0.332910159,0.032671071
Sgol2a,-0.333294659,0.036703669
Gramd1b,-0.333547814,0.000151049
Naa16,-0.334122316,0.011974892
Gtf2e1,-0.334489166,0.011225701
Gm4895,-0.334558975,0.034890075
Nmt2,-0.335171704,0.005184631
Trmt1,-0.335213729,0.031842861
Rarg,-0.335293039,0.045449171
Cd274,-0.336275708,0.005108575
Ncbp1,-0.336531276,0.001107717
Paics,-0.336633842,0.000927774
Nolc1,-0.337231727,0.000253946
Tpx2,-0.337556366,0.004570612
Aifm1,-0.338229711,0.005171138
Fam111a,-0.338298569,0.000572004
Zhx3,-0.33883331,0.013857513
Abi2,-0.339387798,0.019460045
Rltpr,-0.339692093,0.010612612
Rfc5,-0.339843659,0.025077138
Tmpo,-0.340000896,0.000633893
Diaph3,-0.340245216,0.013833146
Sft2d2,-0.340382558,0.001507982
Rbbp4,-0.340627017,3.54E-05
Psme2,-0.34080015,0.008478742
Thoc7,-0.34087885,0.042994069
Map4k4,-0.341010879,7.03E-05
Myb,-0.34120876,0.028607989
Trib2,-0.341597922,0.004151591
Cbx5,-0.342482428,0.004846349
Orai1,-0.342561818,0.00399724
Hmgb2,-0.342906956,0.001448126
Dlgap5,-0.343089317,0.008090318
Itm2c,-0.343310922,0.002131721
Psma6,-0.343582887,0.000683173
Hnrnpab,-0.34370651,2.9E-05
Dnmt1,-0.343840322,6.83E-05
Snhg8,-0.34587772,0.012259782
Mybbp1a,-0.346569924,0.000211014
Psmc5,-0.347336485,0.003577639
Ezh2,-0.347470923,0.000735495
Lmnb1,-0.34754598,0.000306309
Rpl22,-0.348692693,8.02E-06
Pecam1,-0.349269277,0.001117995
Cct3,-0.350407237,0.00035071
Kif20a,-0.350528177,0.018395978
Pmf1,-0.351054624,0.014804018
Msh6,-0.351384972,0.0005324
Atxn3,-0.352033408,0.008331795
Dck,-0.352438445,0.005413676
Mrpl12,-0.35291338,0.005259983
Prkrir,-0.353021276,0.000232213
Entpd5,-0.353190643,0.001867841
Mast4,-0.353507646,0.002458515
Ccdc43,-0.353888414,0.008294849
Mettl10,-0.354009241,0.028867961
Nme1,-0.354624542,0.014504067
Gstt2,-0.354912232,0.031209388
Timmdc1,-0.3550755,0.04617847
Nup107,-0.355663959,0.01153001
Rcc2,-0.355728909,0.000230088
Casc5,-0.355835629,0.006916713
Gm13777,-0.355893069,0.025244634
Ldha,-0.356508986,2.21E-05
Plekhf2,-0.357348551,0.001155742
Gm11868,-0.358147665,0.026463256
Slc31a1,-0.358453533,0.049566534
Suv39h1,-0.358659842,0.005290283
Cenpa,-0.358720368,0.007331957
Noa1,-0.358868791,0.003467115
Wdr43,-0.358971244,0.000192139
Oma1,-0.359306562,0.028868492
Gm4540,-0.359464466,0.010312347
Cxcr6,-0.360374292,1.84E-05
Brip1,-0.360779789,0.033770699
Cpd,-0.360810997,0.035314478
Gm9755,-0.361475923,0.00254934
Alg5,-0.361541773,0.005282288
Mogs,-0.362294284,0.004778208
Cenpf,-0.362631583,0.004450562
Zfp141,-0.362724865,0.024108078
Cep68,-0.362844094,0.005151459
Ercc6l2,-0.362867585,0.003342058
Ercc2,-0.36292339,0.016756782
4921524J17Rik,-0.36297844,0.003277118
Ipo11,-0.363493701,0.013615247
Zbtb5,-0.363955197,0.032071741
Cd7,-0.364339991,0.007366533
Ddit4,-0.365101882,0.001614166
Gm8369,-0.36523198,0.000294744
Bop1,-0.365290531,0.003610434
BC029722,-0.365292828,0.026252562
Nop2,-0.365312856,0.007316188
Pprc1,-0.36540496,0.001811094
Eml4,-0.365526782,0.000917712
Ube2e3,-0.367142679,0.011326818
Sh3rf1,-0.368922402,0.033911603
Tsr1,-0.369219585,0.025507711
Gm5913,-0.371340169,0.004952199
Cdca8,-0.371503891,0.016685364
AI413582,-0.371645321,0.045144458
Ivd,-0.371729665,0.044320534
Fam136a,-0.372374326,0.021891871
Rbbp7,-0.372636395,0.00011609
Rpl23a-ps3,-0.372840516,0.000100536
Rps26,-0.373830504,0.000110608
Rps26-ps1,-0.374025381,8.7E-05
Thoc3,-0.375142432,0.009727302
Fem1b,-0.375632851,0.000747485
Axin2,-0.37572034,0.0290437
Gm13611,-0.375899692,0.031815238
Eif2ak2,-0.376027911,0.000553142
Gypc,-0.376186475,0.00587702
Nek2,-0.376588537,0.027959815
Zbtb6,-0.376592841,0.031367429
Fbl,-0.37660127,0.038044287
Hprt,-0.376935153,6.73E-05
Urb2,-0.378230169,0.004898127
Eef1b2,-0.379347062,6.01E-05
Polr1c,-0.379353468,0.014216411
Gm5837,-0.380598169,0.008633484
Gm5611,-0.381038797,0.010643038
Bcl3,-0.381299698,0.011928699
Nusap1,-0.383089736,0.008923386
Tacc2,-0.383191311,0.007122038
Pop1,-0.383582943,0.017149174
Gm12138,-0.383733278,0.047458463
Plin3,-0.383746663,0.024314137
Dnaja3,-0.383874025,0.003105702
Irf7,-0.384412693,0.000108157
Ltv1,-0.38483537,0.004582235
Rcl1,-0.384951133,0.02909188
Rpl12,-0.385193235,0.027319632
2700029M09Rik,-0.385312973,0.005736462
Tspan13,-0.38577122,0.006124488
Polr1a,-0.385830024,0.000173886
AI597479,-0.386027005,0.033632045
Pbdc1,-0.386924809,0.00051587
Pomgnt1,-0.387457557,0.046353776
Mdn1,-0.387459244,0.000546195
Tmem184b,-0.387836427,0.004291409
Thada,-0.388131095,0.00161661
Ppp1r14b,-0.388160606,0.008418923
Cd226,-0.388184557,8.18E-05
Gm13092,-0.388815855,0.00194235
Rfwd3,-0.389052253,0.002808181
Hus1,-0.389700117,0.024117319
Ano10,-0.389780352,0.013710198
Gm6542,-0.390047318,0.002370183
Pa2g4,-0.390408571,0.000160744
Tusc3,-0.39123533,0.010977389
Gm9761,-0.391600709,0.007663937
Mrps22,-0.391645047,0.010098802
Trim30d,-0.393841573,0.00389185
Rnf213,-0.394640971,1.37E-07
Pcna-ps2,-0.394704126,0.000940879
Ndufb6,-0.396479243,0.039390447
Hmga1,-0.396713544,0.004660762
Rbmxl1,-0.396848814,0.000522934
Fan1,-0.397062722,0.039968716
Swap70,-0.397063147,0.000833357
1500009L16Rik,-0.397509321,0.043095984
Nucks1,-0.397577351,9.05E-05
Fubp3,-0.398101442,0.006468841
Mthfd1l,-0.398228998,0.001918668
Ggact,-0.398330759,0.036542063
Mthfd1,-0.399077092,0.001954593
Lsm3,-0.399460275,0.013734005
Otud6b,-0.400007434,0.002727887
Haus7,-0.400077262,0.048341261
Pex1,-0.400078121,0.04441886
Zfp367,-0.400434651,0.024340105
Ifit3,-0.400669482,0.000146692
Ly6a,-0.400687062,0.000130216
Mettl13,-0.400942161,0.021705149
Phf6,-0.401017927,0.000495171
Rpl36a-ps2,-0.401476707,0.000148163
Gm15421,-0.401493143,0.016172541
Saal1,-0.401525579,0.020936104
Mrpl11,-0.401605434,0.042136959
Gm5540,-0.402993013,0.041983799
Bri3bp,-0.402993216,0.001867565
Rexo2,-0.40311366,0.011719888
Kif14,-0.403664283,0.010412984
Nif3l1,-0.404019002,0.013483272
Nup85,-0.40479072,0.013008112
Plekhg5,-0.40587838,0.029383717
Gm10131,-0.405908539,0.004303817
Gm10052,-0.406271024,0.000338185
Bub1b,-0.406357362,0.000908633
Poldip2,-0.406502622,0.012783108
Ifih1,-0.406735857,0.00023825
Epb41l2,-0.406863638,0.003294539
Faah,-0.407295933,0.000868763
Rbm48,-0.407633726,0.015415776
Nxt1,-0.408330559,0.042829213
Fgfr1op,-0.408354084,0.015446574
Brca2,-0.408540774,0.012886533
Rps6kc1,-0.409599687,0.034061216
Rps17,-0.409741888,0.00053946
Fam60a,-0.409778923,0.02487946
Cdk4,-0.410392767,0.000515195
Lrrc40,-0.411088348,0.029633516
Mrps27,-0.411953548,0.046409575
Nrm,-0.41215983,0.008498038
2410002F23Rik,-0.412726048,0.016374191
Abce1,-0.414056527,0.000389505
Gm9800,-0.414792852,0.000919073
Nrgn,-0.415133446,0.012810849
Spred1,-0.41522752,0.011008606
Abhd17c,-0.41575411,0.009359192
Enpp1,-0.416224444,0.004376991
Nhp2,-0.416928475,0.000824616
Bst2,-0.417023574,0.009010695
Xpo1,-0.417148133,5.26E-06
Gm37472,-0.417159566,0.00359669
RP24-427A8.1,-0.41764641,0.019902747
Urb1,-0.418627933,0.003001561
Hspa9,-0.418633028,1.62E-05
1700020I14Rik,-0.418836733,8.43E-07
Hipk2,-0.419029058,0.000171711
Mcm2,-0.419205602,0.000260046
Gm12693,-0.419413417,0.019698954
Pus7l,-0.421074313,0.036806232
Axl,-0.421243902,0.013142645
Atic,-0.422481134,0.000173962
Rrm1,-0.423203786,0.001035313
Mad2l1,-0.423247401,0.003999043
Ccnh,-0.423388904,0.002292603
Prmt7,-0.423694471,0.005466369
Cnih4,-0.425457566,0.041539386
Pcdhgc3,-0.425868477,0.015579498
Dtl,-0.426910964,0.003121108
Heatr3,-0.4277602,0.002801991
Zgrf1,-0.428194683,0.02552493
Cdca2,-0.4284954,0.016258797
Fasn,-0.428633361,6.31E-06
Fchsd2,-0.428641671,0.000252463
Znhit6,-0.428865433,0.017471761
Wdr75,-0.428868438,0.005014898
Farp1,-0.429451795,0.000896471
Gm10275,-0.429831055,4.54E-07
Acsf2,-0.430214327,0.014106629
Ncapg,-0.431467121,0.001766215
Snrpd1,-0.431839438,0.00253365
Gm4617,-0.432203477,0.005139704
Phf11c,-0.432443399,0.003052062
Kif22,-0.432462969,0.003777862
Alms1,-0.433086866,0.016946972
Oxsr1,-0.433632769,0.000256872
Rars,-0.433814165,0.000298639
Ndst1,-0.434720126,0.000241957
Mrpl45,-0.435173535,0.001238604
Gm10073,-0.436000116,1.72E-05
Ppm1f,-0.436248135,0.002475168
Syt11,-0.436285217,2.47E-05
Bora,-0.436663468,0.048399438
Ptpn11,-0.436765473,2.21E-06
Slc26a2,-0.437852877,0.001623812
Diexf,-0.438626341,0.011654844
Gch1,-0.438669817,0.016850734
Fyttd1,-0.438874958,0.002852531
Marveld2,-0.439272941,0.024325922
Rplp1,-0.440711745,2.06E-06
Akt3,-0.440911693,0.024521676
Cdca3,-0.440965629,0.007905376
Parp11,-0.44117668,0.025789648
Eif2b1,-0.441868289,0.009088098
Mcm4,-0.442235132,5E-05
Eif3j1,-0.442768671,0.001666187
Gm10443,-0.442881509,0.016762539
Evl,-0.44447233,0.00027835
Elp5,-0.445370148,0.015220786
Zbtb8os,-0.445370496,0.016937605
Kif11,-0.445955704,0.001109964
Nudcd2,-0.446721708,0.000864032
Spc25,-0.447313622,0.012578848
Aspm,-0.448153599,0.002673536
Ptprs,-0.448379696,0.005311323
Klf4,-0.448866041,0.008519249
RP24-74L7.3,-0.448912156,0.003856514
Pola1,-0.448998466,0.000317169
Samd1,-0.449265172,0.002079728
Chaf1a,-0.449933349,0.003282173
Ncoa7,-0.450470752,0.000283841
Wdr73,-0.450600062,0.026504911
Fignl1,-0.45125926,0.006877804
Tpi1,-0.451409653,0.000706326
Dnmbp,-0.451884689,0.017548064
Ranbp1,-0.452033741,0.00018525
Ppie,-0.452060813,0.017627695
A430005L14Rik,-0.452060908,0.014167436
Hat1,-0.452782966,0.002205406
Ifnar2,-0.452910834,0.006058861
Scpep1,-0.452978023,0.001524513
Dnajc9,-0.453473857,6.52E-05
Thg1l,-0.455623848,0.014134462
Irf5,-0.455757431,0.003076036
Brca1,-0.456347149,0.004981904
Lig1,-0.456454282,0.002120793
Birc5,-0.45656252,0.006679121
Srsf7,-0.456603883,0.000952784
Ergic1,-0.456615727,0.009854443
Nuf2,-0.457586999,0.001905354
Nup133,-0.457918361,0.004102405
Gm43712,-0.458095805,0.030191326
Tgtp2,-0.458608429,5.29E-05
Ndufa4,-0.458717625,0.001551356
4930427A07Rik,-0.458875131,0.036000362
Stil,-0.459146469,0.041396336
Dtymk,-0.459632106,0.022759317
Tbl1x,-0.459666492,7.7E-06
Nsmce1,-0.46009635,0.005259174
Ripk2,-0.460121494,0.007835404
Ncapd2,-0.460163259,8.1E-05
Man2c1,-0.460305771,0.008647609
Pdcd1,-0.461166483,9.86E-05
Ect2,-0.461590122,0.016693148
Gm10123,-0.462166658,0.000378838
