gene_name,Cluster_16_Mean_TPM,Cluster_20_Mean_TPM,log10pval,log2FoldChange
Dopey1,5.320706336,4.243424164,-0.218465704,0.269576531
Dopey2,11.69690955,8.784322474,-0.398446179,0.375933527
Dot1l,14.53203592,19.24478912,-8.524215048,-0.382303667
Dpagt1,9.391055343,15.01588661,-12.12492819,-0.62416148
Dpf2,36.19004199,39.27372942,-3.216085673,-0.114922698
Dph2,5.874355542,6.536816676,-3.29231176,-0.132730831
Dph3,104.0549497,111.2664948,-1.990497715,-0.095783292
Dph5,24.66566895,24.97331257,-1.855862515,-0.01719016
Dph6,8.226658074,12.5799534,-8.773885,-0.557598431
Dph7,7.216538699,7.615708156,-2.172204405,-0.06843861
Dpm1,52.29492002,43.43384159,-0.084765984,0.262339147
Dpm2,63.06447737,52.60361032,-0.627587451,0.257194457
Dpm3,141.4952054,143.9060908,-0.8572394,-0.024204859
Dpp3,78.53218759,63.62693151,-1.995089945,0.29940336
Dpp4,28.84945998,18.28496419,-0.64581504,0.630228365
Dpp7,3.088339897,2.155279063,-0.105567374,0.373747537
Dpp8,13.65160108,11.75298271,-0.967611059,0.200223618
Dpp9,32.06534186,34.76109372,-5.903453224,-0.113071043
Dpy19l1,13.8582602,17.40393389,-7.034888865,-0.308748983
Dpy19l3,7.61830449,5.521364377,-0.405055598,0.402230239
Dpy19l4,4.188207316,3.835354686,-0.795300448,0.10161441
Dpy30,111.7818356,160.5525552,-27.89211029,-0.518468841
Dpysl2,35.36305167,58.05277974,-20.92308794,-0.699531693
Dqx1,2.679972502,3.481021136,-0.685331586,-0.284132545
Dr1,28.70848894,31.19229688,-3.1485872,-0.115840288
Dram2,16.00903271,15.05142388,-3.084642421,0.083599818
Drap1,59.20257405,72.34769941,-7.048023138,-0.284926543
Drg1,65.12966534,87.88489815,-11.74282535,-0.42664072
Drg2,23.1244581,25.47400375,-3.22543184,-0.134079859
Drosha,7.895827114,10.62637217,-6.368830787,-0.386200341
Dscc1,13.33932685,30.21521112,-29.65381082,-1.122271924
Dscr3,31.15647106,27.11960206,-1.066842353,0.193532912
Dse,3.752590652,4.278587489,-2.067909448,-0.151437781
Dsn1,5.939138096,15.98688012,-24.84675585,-1.291592522
Dstn,50.10375569,41.1115366,-0.011735285,0.279213802
Dtd1,30.11704541,29.62744667,-1.728090408,0.022879984
Dtd2,17.97363932,20.02684246,-4.633630807,-0.148235793
Dtl,22.01176325,67.83795003,-70.64700215,-1.580832603
Dtnb,13.61268903,22.25180084,-15.29630085,-0.670120769
Dtnbp1,20.29112314,33.66169251,-19.53521931,-0.703090046
Dtwd1,5.488645722,5.444824441,-1.828627986,0.009776338
Dtwd2,6.207401287,6.948584005,-2.445801632,-0.141218703
Dtx1,105.8625814,91.18398221,-0.417286364,0.213168777
Dtx2,12.30467637,11.01681211,-2.099085279,0.146879198
Dtx3,16.02654465,13.15965608,-0.590921983,0.265999461
Dtx3l,38.7616828,26.55788279,-0.547215952,0.528913763
Dtx4,2.372956867,2.747024398,-1.179924172,-0.151731502
Dtymk,83.34988775,135.850079,-33.64593921,-0.698138214
Dubr,8.617745574,6.793500106,-0.610677215,0.303427366
Dus1l,37.95844754,43.4751228,-4.032330981,-0.1910624
Dus2,24.74516462,16.28953808,-0.800150789,0.57440217
Dus3l,17.73358038,18.17537708,-4.49695415,-0.033628293
Dus4l,3.772756657,3.880273129,-1.020282466,-0.032139111
Dusp1,42.52867612,49.13112698,-7.100609055,-0.203740524
Dusp10,49.26161169,39.82849108,-0.115504157,0.299880683
Dusp11,99.86073983,83.69641887,-2.272229773,0.251991837
Dusp12,10.41554476,10.93458161,-2.710899288,-0.064148283
Dusp14,2.398308701,3.896222951,-3.650188437,-0.526852341
Dusp16,2.056668644,2.169477448,-0.877686778,-0.052284837
Dusp19,25.02368888,26.86658094,-3.238208842,-0.098710523
Dusp2,815.3333934,820.0266603,-0.677746687,-0.008270596
Dusp22,14.68103072,12.33485945,-0.864100476,0.233817773
Dusp23,3.084867432,2.634109965,-0.380196817,0.168687184
Dusp28,8.624951791,7.554551372,-1.702484324,0.170087117
Dusp4,13.52657189,14.80073576,-2.9949672,-0.121297456
Dusp5,219.7484081,209.9645889,-0.007155454,0.065402176
Dusp6,16.0657615,16.30092977,-3.455572129,-0.01974478
Dusp7,7.679993641,7.465953579,-1.043293412,0.036021408
Dut,250.6473397,530.7071358,-109.5789306,-1.079228482
Dvl1,2.794355735,3.950521779,-2.800101093,-0.383725648
Dvl2,11.5736134,12.59376083,-4.42773749,-0.112545335
Dvl3,3.033392936,3.299882152,-1.351797713,-0.092303159
Dxo,16.86078884,28.10968892,-15.88808658,-0.704703622
Dym,9.381734999,11.98592344,-6.506281532,-0.322901041
Dync1h1,16.88640424,20.74397719,-6.72031237,-0.281752461
Dync1i2,62.55258345,53.8336646,-0.022928133,0.212888879
Dync1li1,39.92497402,39.18882549,-2.215097156,0.026187085
Dync1li2,21.79506379,20.85576386,-1.995089945,0.060707645
Dync2h1,3.281265769,3.606142189,-1.675589015,-0.10552155
Dynll1,582.7489036,526.0753586,-3.244948251,0.147338689
Dynll2,61.99319291,95.07960866,-23.47493046,-0.609034336
Dynlrb1,312.0051737,270.4011934,-6.067057431,0.20575944
Dynlt1a,13.71707717,17.75820366,-6.161111682,-0.350030499
Dynlt1c,15.12306552,14.57302967,-2.543735101,0.050076431
Dynlt1f,38.90955339,46.58702196,-6.987211128,-0.253834038
Dynlt3,7.341927463,5.96818288,-0.444356166,0.259598279
Dyrk1a,16.10058521,23.08856578,-10.77492186,-0.494302802
Dyrk1b,2.777077701,2.177792895,-0.147245866,0.249245359
Dyrk2,4.278106058,5.513619813,-3.126677436,-0.303439175
Dyrk3,9.961302069,6.693459856,-0.211080203,0.510714734
Dyx1c1,7.515150552,4.148107946,-0.32572919,0.725989733
Dzip1,1.884477759,2.134477524,-0.632953373,-0.119914846
Dzip3,7.672601396,8.71971667,-3.126399991,-0.164449457
E030030I06Rik,4.746107614,2.551949298,-0.801598428,0.693974024
E130102H24Rik,1.487721436,1.51651009,-0.485010029,-0.016599434
E130308A19Rik,3.341110672,4.207153705,-2.26803107,-0.26243079
E130309D02Rik,33.80897866,43.44786402,-9.190362979,-0.352654607
E130311K13Rik,3.786272246,3.087944757,-0.24565097,0.22752676
E230001N04Rik,4.483721006,3.23004881,-0.047018834,0.374480863
E230032D23Rik,9.380437217,5.029183677,-1.143609932,0.783832624
E2f1,23.14273606,50.9863158,-36.60153,-1.106542733
E2f2,13.56381398,26.30303618,-20.19143127,-0.906673173
E2f3,9.489538155,15.0681171,-10.52636057,-0.615249722
E2f4,111.3641384,145.758015,-13.3793559,-0.385257631
E2f5,4.209761173,6.438035556,-5.982061445,-0.513704407
E2f6,7.242376275,12.82841453,-10.46012251,-0.746503525
E2f7,3.228366102,12.30993408,-27.66480989,-1.654331227
E2f8,6.776568813,28.6169545,-51.13680961,-1.929217643
E330009J07Rik,8.635318842,7.258243946,-0.790001516,0.222497372
E430018J23Rik,2.56739019,2.186003505,-0.08250227,0.163121168
E430024P14Rik,4.327803582,3.825162404,-0.637689717,0.142963395
E4f1,9.24537144,11.51332456,-4.439044464,-0.288492849
Eaf1,10.93847761,12.71095178,-4.084504414,-0.199709847
Eapp,70.19090926,70.66158468,-0.989906306,-0.009506919
Ears2,3.418881764,4.236951836,-2.327824174,-0.245046007
Ebag9,18.46188015,18.27942728,-2.076114986,0.013588895
Ebi3,1.071325308,1.039026046,-0.030414998,0.022673947
Ebna1bp2,133.1122189,142.8156046,-2.546977841,-0.100779537
Ebp,125.3810057,110.2414456,-1.123057432,0.184085253
Ebpl,47.60727714,31.00450273,-3.745209533,0.602897427
Ecd,23.96842439,24.66745545,-2.923181703,-0.039835497
Ece1,6.238285498,8.155377889,-4.284517895,-0.338971422
Ece2,10.339853,15.52422407,-9.790118131,-0.543180591
Ech1,220.1645616,170.2064788,-9.34270076,0.369382936
Echdc1,9.233738522,12.16172831,-6.222197646,-0.363015669
Echdc2,1.199244915,1.762784424,-2.453159407,-0.329114719
Echs1,43.62283216,39.10529241,-0.78898311,0.153989451
Eci1,22.11038828,22.82208138,-2.963501806,-0.043757971
Eci2,58.6087478,44.77052851,-1.057048233,0.381105116
Ecsit,27.84306064,28.66917952,-3.379024481,-0.040740769
Ect2,5.110221223,22.65009952,-48.13164822,-1.952549735
Edaradd,3.344959842,1.807241495,-0.64849901,0.630189665
Edc3,15.08050522,16.40626747,-3.765534908,-0.114294136
Edc4,11.19489087,11.39602167,-2.317210832,-0.023600335
Edem1,91.86585788,97.35340093,-1.821633597,-0.082826652
Edem2,44.77292169,41.36909397,-0.627587451,0.111482104
Edem3,5.672795209,5.963736647,-1.820160726,-0.061570417
Edf1,452.2319548,454.3560517,-0.350771604,-0.006745477
Edrf1,3.916401373,4.562677252,-2.324487423,-0.178176701
Eea1,9.454502139,14.18946495,-9.223841668,-0.538946691
Eed,55.94025337,70.34444042,-7.585172351,-0.325352098
Eef1a1,5539.848087,5306.342072,-4.33060963,0.062117276
Eef1akmt1,55.40325123,46.37730107,-0.400794415,0.251582311
Eef1akmt2,35.81466658,35.56196675,-2.344846534,0.009936957
Eef1b2,761.0582199,808.3090398,-3.973844013,-0.086789489
Eef1d,513.9253502,514.8050202,-0.296333191,-0.002462518
Eef1e1,48.0111056,56.13753679,-5.052113446,-0.221330151
Eef1g,887.512255,918.8413845,-0.905192865,-0.049993432
Eef2,1728.209594,1575.908835,-12.79924712,0.133013489
Eef2k,2.061286811,2.574496659,-1.865205005,-0.223601887
Eef2kmt,14.00291343,13.12974843,-1.72501856,0.086506906
Eefsec,15.99799814,23.96104157,-13.63147701,-0.554313286
Efcab11,3.412285268,6.564752299,-8.428764582,-0.777766775
Efcab14,21.9231154,21.03787188,-1.539304436,0.056818214
Efcab2,7.264172848,5.593395857,-0.645209282,0.325848728
Efcab7,2.276644725,2.325137161,-0.803259966,-0.021194598
Efhd2,207.4689263,192.2340206,-0.535994247,0.10948324
Efl1,11.82489064,10.58303477,-0.844342852,0.146933232
Efr3a,60.35745927,58.83756489,-1.068434288,0.036187279
Eftud2,36.99969092,55.41950617,-18.04184472,-0.570206354
Egfl7,2.164490626,3.175504789,-2.172204405,-0.399977326
Egfl8,1.386838528,1.453322074,-0.336213718,-0.039635674
Egln1,11.32557839,14.71926462,-6.927584729,-0.350878379
Egln2,28.67174259,31.96978039,-4.567866784,-0.15205462
Egln3,5.766008848,4.862739787,-0.873655148,0.206730038
Egr1,47.37790396,59.66367466,-5.983850406,-0.326484627
Egr2,6.984848595,5.66833069,-0.744727858,0.259939401
Ehbp1l1,23.55157005,22.82791011,-2.505753706,0.043162865
Ehd1,85.91379714,71.88635534,-0.737034342,0.253936455
Ehd3,19.90294713,18.5794141,-2.752566965,0.09436877
Ehd4,20.19051542,26.17277867,-8.405253381,-0.358743423
Ehhadh,2.799192447,2.723752765,-0.948554501,0.028935504
Ehmt1,13.05403661,19.15412558,-8.587934611,-0.520090629
Ehmt2,24.16330642,29.53332707,-7.628701063,-0.279063299
Ei24,33.65491208,32.08798385,-1.286487591,0.066752471
Eid1,27.18766599,25.13289208,-1.481472254,0.10919723
Eid2,1.976482303,2.264082937,-1.023965465,-0.133069398
Eid2b,3.035957801,2.931460669,-0.626547584,0.037845669
Eif1,1776.921403,1565.137474,-16.02204265,0.182980691
Eif1a,49.66792572,39.04883338,-0.480349235,0.33931255
Eif1ad,47.4556771,77.54874416,-26.19978351,-0.696922507
Eif1ax,130.0835608,168.5382588,-14.69901143,-0.371124108
Eif1b,114.8514305,103.4257422,-0.354481071,0.149798462
Eif2a,79.98455743,71.576251,-0.459163088,0.158149299
Eif2ak1,23.20980704,20.43606894,-0.815214895,0.17555122
Eif2ak2,13.72274362,12.00020794,-0.885412427,0.179511847
Eif2ak3,11.2092226,11.77953849,-2.174875154,-0.065864394
Eif2ak4,2.986748041,2.541907479,-0.296821846,0.170685904
Eif2b1,39.11110733,44.93766564,-4.407259772,-0.195675752
Eif2b2,57.99148513,49.16702178,-0.099053298,0.233767437
Eif2b3,17.36871018,16.95535797,-1.825268945,0.032835911
Eif2b4,33.84734269,32.5011162,-1.667080481,0.056839482
Eif2b5,24.79052297,28.27349335,-4.90703515,-0.182753892
Eif2d,27.2393676,31.43654149,-4.73422924,-0.199912221
Eif2s1,163.8677019,180.4328585,-3.356697137,-0.138126962
Eif2s2,324.8950937,345.1639265,-2.167400847,-0.087047758
Eif2s3x,61.51610961,67.64677987,-4.201800124,-0.134964045
Eif2s3y,1.069745775,1.062609794,-0.030414998,0.004982657
Eif3a,138.7215004,164.809238,-7.784567678,-0.246970348
Eif3b,94.63446741,129.4415243,-16.86999973,-0.447800629
Eif3c,195.6304418,216.4749034,-4.76525454,-0.145362231
Eif3d,157.7608903,150.1584424,-0.270532225,0.070794
Eif3e,472.2092126,386.5577286,-16.48288159,0.288066938
Eif3f,706.1566995,617.5896071,-9.704057401,0.193047344
Eif3g,172.7168602,179.7417503,-0.722904825,-0.057192016
Eif3h,806.404424,714.4552924,-11.10820368,0.174429874
Eif3i,402.6726104,392.828677,-0.115184596,0.035617535
Eif3j1,90.88503162,95.12490226,-1.618894746,-0.065080365
Eif3j2,6.663252541,6.441885098,-1.585167237,0.042288735
Eif3k,573.3654811,489.0663702,-12.52303131,0.228991899
Eif3l,165.6911118,178.5187507,-4.012445357,-0.106957362
Eif3m,343.6371798,310.6508775,-3.151540945,0.145147575
Eif4a1,761.3010638,902.7207702,-20.27561708,-0.245516191
Eif4a2,145.7888863,126.2972944,-1.352269287,0.205540987
Eif4a3,110.4569163,151.4620173,-17.76770495,-0.451963727
Eif4b,77.08408078,89.38058631,-5.640140551,-0.210984464
Eif4e,81.72404057,106.2494957,-10.61623438,-0.374592305
Eif4e2,248.726813,226.6619887,-1.760715837,0.133457297
Eif4e3,17.87165401,16.14693505,-2.082879739,0.138270151
Eif4ebp1,23.01186344,19.97036361,-1.013584632,0.195395491
Eif4ebp2,20.33258771,19.3017436,-2.112040678,0.071455343
Eif4enif1,17.09721595,24.0244655,-9.786347456,-0.467571482
Eif4g1,48.01053439,67.57853016,-14.02705691,-0.484665106
Eif4g2,219.2174952,245.416065,-5.8392087,-0.162167226
Eif4g3,28.53410234,35.49661564,-7.316169551,-0.305380924
Eif4h,199.3340856,218.0264593,-3.871403832,-0.128697256
Eif5,141.6228225,174.4056185,-9.137297109,-0.2984901
Eif5a,866.3128088,1087.967109,-32.2380754,-0.328336059
Eif5a2,5.482215552,6.48101983,-2.479343161,-0.20674796
Eif5b,140.4515362,149.3791223,-1.369227526,-0.088296441
Eif6,224.5850881,243.1160733,-3.617645924,-0.113895585
Eipr1,37.74583889,32.53429035,-0.372633142,0.208404308
Elac1,2.941073197,2.832482517,-1.051306289,0.040309334
Elac2,17.4607586,15.97766873,-1.143609932,0.120823468
Elavl1,110.9578909,128.0030304,-6.521129509,-0.204448742
Elf1,150.0757929,125.1996024,-3.27623503,0.259565149
Elf2,23.97197592,32.20533171,-7.048963282,-0.411104931
Elf4,38.03842499,42.18132325,-3.6721299,-0.145512606
Elk1,4.023691893,3.727951298,-0.655579697,0.087532811
Elk3,33.90649078,30.98629165,-0.607728113,0.126041585
Elk4,23.81218877,23.38423572,-1.885701717,0.025100251
Ell,9.078253258,6.869677695,-0.33195655,0.356869159
Ell2,2.023698655,2.643623416,-1.936097162,-0.269059492
Elmo1,42.6389638,53.82280996,-8.293160515,-0.329159431
Elmo2,13.12845717,14.10952391,-3.292908387,-0.096854272
Elmod2,3.008195834,2.830084369,-0.726102763,0.065576826
Elmod3,6.476644843,5.482287647,-0.695997142,0.205887963
Elmsan1,10.24580522,10.33495506,-2.23660474,-0.011391706
Eloa,25.55763424,26.95425581,-4.325343513,-0.073941302
Elob,755.6262994,733.6958879,-0.607586574,0.042433724
Eloc,236.7992765,254.4095929,-2.759202824,-0.103068386
Elof1,94.09956427,132.9063761,-21.73643822,-0.493714022
Elovl1,92.62641578,79.83253598,-1.04852824,0.211979519
Elovl5,27.87450485,32.766201,-5.868448641,-0.225783665
Elovl6,9.963419988,7.276778528,-0.012625287,0.405556652
Elovl7,1.395237448,1.09987356,-0.528214958,0.189866221
Elp2,15.64894467,16.66928675,-4.122783806,-0.085813073
Elp3,10.78941461,10.51491602,-1.324565619,0.033988195
Elp4,7.956720933,9.855487614,-4.355296237,-0.27738197
Elp5,29.73055658,35.83012955,-6.301296717,-0.261212575
Elp6,15.00182375,16.42508756,-3.092665981,-0.122929565
Emb,154.1833838,135.5230826,-0.429839397,0.184829195
Emc1,7.870284102,11.94510078,-6.665290047,-0.545353979
Emc10,141.9693401,135.3966492,-0.006284418,0.06789759
Emc2,56.92324248,57.45544685,-1.302554646,-0.013195096
Emc3,75.01892271,70.55887544,-0.466972655,0.087227865
Emc4,68.37813717,67.30157197,-0.488882051,0.022562321
Emc6,105.759644,111.7690675,-1.345869298,-0.079004991
Emc7,96.73421983,111.498353,-5.479686041,-0.202968192
Emc8,52.09057887,86.68858857,-27.06507953,-0.723933237
Emc9,16.38378734,12.92786121,-0.948873151,0.319768699
Emd,105.830019,121.2418188,-5.441141617,-0.194420815
Eme1,5.745237193,16.14841992,-26.89996615,-1.34613457
Eme2,3.735419643,3.504993627,-0.842940822,0.071967215
Emg1,307.9925921,315.6616751,-1.228519906,-0.035370021
Emid1,5.777772011,5.96865279,-1.953803197,-0.040068667
Eml2,10.58530543,9.392698261,-0.674895337,0.156725808
Eml3,22.71456973,33.4937223,-12.61472976,-0.540560129
Eml4,13.96244235,21.25462595,-13.47820242,-0.572759564
Eml5,2.758062911,3.367640442,-1.752810598,-0.216864876
Emp1,14.61963571,14.01067529,-1.86118253,0.057371925
Emp3,301.2527922,348.1989267,-8.390239725,-0.208293458
Emsy,22.4745095,34.84624782,-15.69545657,-0.610727101
Enc1,1.767021071,1.97953605,-1.001889146,-0.106754073
Endod1,15.78160083,19.72595458,-4.717035055,-0.304558206
Endog,27.58122702,31.8058056,-4.99747653,-0.198883295
Endov,8.229647187,7.69593295,-1.661173471,0.085934684
Engase,3.831368405,3.975236535,-0.416829157,-0.04233325
Enkd1,6.037689709,13.94367194,-15.82782142,-1.086360876
Eno1,495.9386528,542.367718,-4.616659598,-0.128861095
Eno1b,27.98697208,33.03848967,-5.829168054,-0.231762384
Eno3,6.976913093,7.746081671,-2.465403911,-0.13280626
Enoph1,15.34499234,19.21419753,-7.393318089,-0.306520231
Enox2,4.06007882,4.680434107,-2.828073395,-0.166841329
Enpp1,16.44419722,10.76571208,-0.298418803,0.568158568
Enpp4,6.412613097,7.511844211,-3.350076567,-0.199489534
Ensa,33.30002683,27.95640266,-0.08098246,0.244327322
Entpd1,12.04242509,9.281215137,-0.45710158,0.343201361
Entpd5,19.32932593,22.90305197,-6.419135142,-0.233632455
Entpd6,11.91479376,11.0446357,-1.856540443,0.100633846
Entpd7,5.869374371,5.971934112,-1.859132596,-0.021380224
Eny2,118.5202781,122.1798513,-0.927958145,-0.043510881
Eogt,3.727398121,4.959255692,-3.692793598,-0.334085783
Eomes,7.690553529,7.491811966,-1.108124788,0.033375644
Ep300,16.22036477,17.77016092,-2.926046293,-0.124325316
Ep400,37.08969064,42.804784,-6.415371663,-0.201687867
Epas1,5.106843356,4.840136488,-1.347574687,0.064424754
Epb41,19.91613711,21.77156624,-4.485362132,-0.122617092
Epb41l2,11.02044563,15.72259079,-7.651020393,-0.476307997
Epb41l4aos,22.12227141,17.54398706,-0.297149688,0.318331663
Epc1,31.9780941,28.50039773,-0.790449577,0.160773619
Epc2,14.72049925,14.73420435,-2.965805082,-0.001257191
Epcam,3.825462288,3.905545861,-1.23604674,-0.023746518
Epg5,3.41808403,3.248542783,-0.682710395,0.056452765
Ephx1,3.2717352,1.641204615,-0.992986784,0.693626147
Epm2aip1,4.270823271,4.583500422,-1.54292267,-0.083141544
Epn1,66.29335512,61.59111456,-0.045497222,0.104506186
Epop,11.18834233,15.70796362,-5.743061986,-0.45503398
Eprs,52.31132333,58.74605332,-4.367856072,-0.164401421
Eps15,21.88329499,20.69800199,-1.365263314,0.0767326
Eps15l1,6.885132376,7.509546436,-2.755299064,-0.109947262
Eps8l1,1.807723244,1.638927037,-0.099790688,0.089449274
Epsti1,853.7520831,604.1418061,-40.26041862,0.498232777
Eral1,8.37170784,8.118687568,-1.885178291,0.039485784
Erap1,30.93458401,28.33387275,-2.116553629,0.122552104
Erbin,20.512246,18.08768262,-1.268472664,0.172516198
Erc1,4.295417605,7.130264544,-6.816345298,-0.618557834
Ercc1,34.87634018,36.39850858,-2.327725576,-0.059948013
Ercc2,6.077950673,6.339435326,-1.196458677,-0.052337363
Ercc3,14.14991998,11.07466083,-0.203873719,0.327327508
Ercc4,6.06951408,5.087430867,-0.693206571,0.215777572
Ercc5,7.81766547,6.015366828,-0.533956466,0.329878201
Ercc6,3.564661816,3.805461207,-2.060893536,-0.074166923
Ercc6l,3.156471396,9.671255691,-17.3835131,-1.36029876
Ercc6l2,5.912094749,6.037792103,-1.56166131,-0.025999904
Ercc8,5.964879484,5.216514273,-0.903009984,0.163992531
Erf,10.10277456,11.97878891,-4.461140422,-0.22523552
Erg28,90.41213013,105.8783602,-6.0645147,-0.225512254
Ergic1,17.43003649,21.49617006,-6.254689354,-0.287620478
Ergic2,46.91084911,48.02582751,-2.762505187,-0.0331896
Ergic3,86.55324904,76.80321384,-0.424409101,0.170330967
Erh,554.8748318,729.0043188,-45.4747707,-0.393144936
Eri1,39.33028845,77.41463055,-37.56399315,-0.959259133
Eri2,3.392910571,6.562025669,-8.160031804,-0.783595617
Eri3,12.53812408,15.54871151,-5.801261012,-0.289691048
Erich1,17.37253904,17.40885093,-2.489102813,-0.00284856
Erlec1,31.31163103,29.09814168,-1.201945943,0.102379162
Erlin1,3.430520358,3.17886195,-0.694892688,0.084366052
Erlin2,3.275240209,4.052327033,-2.848409887,-0.240942545
Ermard,12.82294353,10.82837136,-0.757085947,0.224813421
Ermn,1.110655003,1.167894582,-0.270570002,-0.038603822
Ermp1,10.61949601,12.15458194,-3.3827299,-0.179017906
Ern1,2.414014258,2.276360436,-0.679877414,0.059375005
Ero1l,19.61387854,28.63830411,-11.58620711,-0.523846924
Ero1lb,4.733287932,5.412630064,-2.524078996,-0.161553448
Erp29,124.5206629,129.6952897,-1.672971758,-0.05828227
Erp44,103.016198,89.17635318,-1.691884072,0.205987138
Errfi1,11.89841086,12.04981696,-1.915124465,-0.016836242
Esco1,21.31767144,19.80178516,-1.336828069,0.101479166
Esco2,4.497053865,45.32531904,-102.0095377,-3.075070391
Esd,214.765912,183.4936371,-3.694724235,0.225895896
Esf1,31.15421467,35.85145172,-3.994232981,-0.1967136
Esm1,36.53710037,30.5265797,-1.392321793,0.251748549
Espl1,3.329953432,12.19857525,-25.99359715,-1.607958789
Esrra,19.44696722,17.23897338,-0.654171494,0.164862346
Esyt1,109.3073972,117.785975,-3.105611436,-0.106834967
Esyt2,19.45071331,23.10930269,-5.613872749,-0.23743876
Etaa1,14.30664187,20.76579408,-12.49088959,-0.50790485
Etaa1os,3.01050568,2.652829928,-0.542243445,0.134769571
Etf1,87.64214666,101.4631932,-3.613822938,-0.209041033
Etfa,84.96771332,104.4554029,-9.402855485,-0.294766175
Etfb,204.4641316,222.3948637,-3.156810041,-0.120709455
Etfbkmt,3.947510603,2.608993384,-0.200420512,0.455106301
