gene_name,Cluster_16_Mean_TPM,Cluster_20_Mean_TPM,log10pval,log2FoldChange
Hist1h2ae,10.25738594,44.59878312,-63.61865484,-2.018123464
Hist1h2af,1.765893442,20.31700624,-64.17301703,-2.946187358
Hist1h2ag,14.65812992,20.45318242,-8.588853477,-0.454279757
Hist1h2ai,2.172161117,9.758711815,-30.10156889,-1.761967395
Hist1h2ak,5.607001423,26.99454231,-54.55028064,-2.083078033
Hist1h2al,1.502187182,8.128293137,-22.70941277,-1.867155404
Hist1h2an,1.944738102,4.863281337,-9.333975465,-0.993568953
Hist1h2ap,45.27250977,1478.331841,-217.5385038,-4.99864655
Hist1h2bb,2.948826396,5.479685606,-7.583042342,-0.714499872
Hist1h2bc,18.57128831,15.25012434,-0.633180236,0.268287969
Hist1h2be,2.482478979,4.069092515,-4.515488982,-0.54161285
Hist1h2bg,2.949961296,4.506921239,-4.341446377,-0.479407458
Hist1h2bj,9.283585118,19.15184,-17.48564038,-0.97056826
Hist1h2bk,4.554354398,6.655118366,-3.370519346,-0.462805453
Hist1h3a,2.962221789,6.360802218,-8.745556356,-0.893553368
Hist1h3c,9.291455173,12.38860249,-6.802647127,-0.379558391
Hist1h3e,3.072788866,5.86546257,-7.655296102,-0.753339901
Hist1h3i,2.638088878,3.473458435,-2.095521889,-0.298209824
Hist1h4b,3.410487798,6.899317407,-9.032978343,-0.840789767
Hist1h4c,4.936465678,7.393122072,-5.419090563,-0.499603297
Hist1h4d,5.574440928,17.07586906,-29.56734788,-1.45912489
Hist1h4h,2.971732259,3.843090626,-2.324487423,-0.286159628
Hist1h4i,42.43094796,69.90616316,-29.11767244,-0.707187589
Hist2h2aa1,4.038604895,6.163435806,-5.055176005,-0.507627384
Hist2h2ac,2.85418225,15.93915148,-43.69153535,-2.135864911
Hist2h2bb,1.294038534,3.31917524,-6.731634212,-0.912866226
Hist2h3b,2.769647063,3.631514887,-2.253538054,-0.297054695
Hist2h4,1.836899657,3.316344964,-3.596151398,-0.605495048
Hist3h2a,6.535258465,7.5046809,-4.280983315,-0.174600108
Hist3h2ba,11.74263413,15.25117652,-7.714716913,-0.350880628
Hist4h4,3.287689439,3.261802015,-0.871043803,0.008736841
Hivep1,4.887571902,6.322481598,-4.211588948,-0.314659889
Hivep2,40.95991912,36.44265759,-0.943390544,0.16432906
Hivep3,5.665965543,7.228505067,-3.721488753,-0.30381649
Hjurp,17.95060884,62.49132141,-73.65697714,-1.744315204
Hk1,47.91111177,42.9587503,-0.043581225,0.154011886
Hk1os,5.144064906,3.899951225,-0.12124697,0.326426068
Hk2,13.63084289,16.54670094,-6.869385337,-0.26218692
Hlcs,4.835065331,4.13185705,-0.617595926,0.185267825
Hltf,20.37385842,17.04645498,-0.552737256,0.244131903
Hmbox1,6.375433029,5.087809261,-0.467017125,0.276804598
Hmbs,42.92185455,59.82278079,-13.87403506,-0.469672805
Hmces,34.11018524,45.2597503,-10.77155305,-0.397867871
Hmg20a,5.570074098,6.845352306,-4.079634167,-0.255928593
Hmg20b,28.95183165,31.99782002,-6.259114734,-0.139726486
Hmga1,12.05394778,21.83438709,-16.70802427,-0.806721892
Hmga1b,6.56924058,8.943245584,-5.259966049,-0.393568278
Hmgb1,664.5743267,1240.723599,-142.2724333,-0.899672383
Hmgb2,1444.938787,3169.743504,-133.2407941,-1.132814698
Hmgb3,33.10933775,62.71812594,-34.22778136,-0.901537091
Hmgcl,35.70611137,33.58390598,-0.678096584,0.085919465
Hmgcr,38.60042047,40.56371742,-2.870336989,-0.069808945
Hmgcs1,46.88437314,46.14042425,-1.966857055,0.022590173
Hmgn1,76.28919065,115.4532182,-18.78220352,-0.591411945
Hmgn2,417.8486483,600.5789012,-45.8546827,-0.522324952
Hmgn3,3.086056041,2.686925536,-0.232506914,0.148290712
Hmgn5,54.00430494,66.42576338,-10.55729436,-0.293755414
Hmgxb3,4.897409342,5.246505194,-2.726854463,-0.082967918
Hmgxb4,14.18203824,21.85967941,-10.77343505,-0.590439681
Hmmr,14.89509796,51.88921131,-65.74417753,-1.734391555
Hmox1,4.584114778,5.344770366,-2.523794373,-0.184239355
Hmox2,79.34330052,81.29140962,-1.370889689,-0.034564107
Hn1,358.7520901,537.8215958,-40.46346446,-0.582804606
Hnrnpa0,69.12650967,100.8287674,-19.63462442,-0.538113361
Hnrnpa1,416.5098254,441.3523473,-2.466565499,-0.083385829
Hnrnpa2b1,595.7790595,734.6736642,-25.99169527,-0.301869033
Hnrnpa3,681.9315401,815.9968112,-21.07829142,-0.258589484
Hnrnpab,258.1786173,458.7132823,-93.93604532,-0.826787652
Hnrnpc,208.9993337,220.7108007,-2.996349167,-0.078294303
Hnrnpd,129.3138656,216.0220527,-54.01499271,-0.735851053
Hnrnpdl,190.3802857,229.5559333,-9.704057401,-0.26867457
Hnrnpf,748.1468012,906.0609967,-26.83092743,-0.275951116
Hnrnph1,64.4632802,84.34247776,-10.13201343,-0.382578103
Hnrnph2,49.30580792,46.36037036,-0.565207316,0.087044609
Hnrnph3,24.13899075,28.77423526,-4.963374174,-0.244137722
Hnrnpk,491.1911581,518.241065,-2.418678844,-0.077185745
Hnrnpl,96.93271394,109.878229,-6.256553584,-0.179113348
Hnrnpll,51.58052582,60.04839126,-5.814882453,-0.215424708
Hnrnpm,184.2076479,194.2466432,-2.290580187,-0.076154071
Hnrnpr,56.20079463,99.41908645,-36.11862544,-0.811926411
Hnrnpu,188.2195808,265.2808245,-34.69848541,-0.492887151
Hnrnpul1,63.82761277,93.84247988,-20.3070523,-0.548924938
Hnrnpul2,55.62741529,71.76624251,-8.489291071,-0.361768634
Homer1,4.140351101,3.811193398,-0.649828549,0.09547211
Homez,2.963983917,2.004767857,-0.114090337,0.399697574
Hook1,4.746701453,8.300293734,-7.744106895,-0.69454218
Hook2,2.334805689,2.743464136,-1.584014636,-0.166771232
Hook3,12.15502612,14.30535603,-4.322177044,-0.218422492
Hopx,90.09793606,59.57592676,-5.199726345,0.588673796
Hopxos,10.63953653,4.376448066,-2.812717165,1.114308332
Hoxb4,3.127839902,2.702025927,-0.536832581,0.157072018
Hp1bp3,83.43403666,88.34855445,-1.926598229,-0.0816197
Hpcal1,85.25242293,67.48024578,-0.887596988,0.332877105
Hpdl,1.143935161,1.437551388,-1.304219013,-0.185171359
Hpf1,104.5234381,167.8470048,-36.21965645,-0.678153112
Hpgds,13.10761228,8.294357248,-0.235815493,0.602046828
Hprt,256.9864145,334.3462283,-25.92027894,-0.37835628
Hps1,12.96543203,12.38352429,-1.398931194,0.061402133
Hps3,10.46477142,9.905225395,-2.35745974,0.072188003
Hps4,4.873779136,5.487694781,-2.910358201,-0.14341693
Hps5,7.810148179,8.594728423,-3.355566718,-0.123075688
Hps6,6.125375231,5.663894803,-0.616764947,0.096600364
Hras,57.82545612,65.84091321,-5.129916922,-0.184290842
Hrh2,4.516555831,3.080079362,-0.049589809,0.435170611
Hs2st1,7.554104839,8.715777913,-2.954405071,-0.183712624
Hs3st3b1,1.516592772,1.19288923,-0.303116902,0.198638844
Hs6st1,2.970259435,2.166624761,-0.091453592,0.326287362
Hsbp1,103.0141467,85.78107762,-1.666680997,0.261327353
Hscb,55.85779815,48.55325783,-0.078446544,0.198378322
Hsd11b1,163.5283886,124.546944,-6.898933954,0.390109624
Hsd17b10,64.4384073,63.82760941,-0.516435257,0.013529262
Hsd17b11,8.882947991,4.337942318,-1.012076663,0.888657733
Hsd17b12,59.9092827,67.85094355,-4.054370405,-0.176814311
Hsd17b4,17.50986481,14.84691399,-0.930123058,0.224092439
Hsd17b7,8.852665655,6.379619266,-0.4802445,0.416967715
Hsdl1,16.12932019,16.23325644,-2.437808541,-0.008727446
Hsdl2,45.15335396,38.29566937,-0.203482242,0.232065165
Hsf1,13.22538387,13.91385484,-3.964347495,-0.068185621
Hsf2,2.749771188,3.806676796,-2.85992825,-0.358237234
Hsf4,3.369308013,3.369371789,-0.885602863,-2.10578E-05
Hsh2d,1.81341317,1.76377936,-0.411947068,0.025678992
Hsp90aa1,362.1785703,641.0338244,-88.6853691,-0.821970228
Hsp90ab1,1079.128758,1302.164799,-21.80529892,-0.270816239
Hsp90b1,248.7833504,287.9106959,-9.471072602,-0.2099463
Hspa13,10.72558618,8.693244142,-0.454316746,0.274608554
Hspa1a,1.85278137,1.656149742,-0.19688726,0.103032705
Hspa1b,1.109817244,1.120355985,-0.270570002,-0.007188462
Hspa2,2.68986555,3.650164565,-2.588989942,-0.333713524
Hspa4,69.43615757,86.73338647,-8.361906645,-0.316809748
Hspa4l,12.20716306,12.47102762,-3.503172998,-0.028539304
Hspa5,415.3092164,385.8789401,-0.148828849,0.1057733
Hspa8,2317.519624,2550.5401,-7.381371106,-0.138164378
Hspa9,69.10788081,96.52545367,-13.43609155,-0.476202178
Hspb11,28.04100064,25.19916742,-1.06311785,0.148570198
Hspb6,2.115497133,4.353227657,-7.146940683,-0.780946618
Hspbap1,5.187871679,3.720179939,-0.062015608,0.390601421
Hspbp1,44.8084164,46.75678888,-2.82924337,-0.060093145
Hspd1,135.5471295,190.3418001,-21.3100026,-0.48675309
Hspe1,364.5790773,415.6175344,-7.073768498,-0.188540055
Hsph1,33.56885309,42.96222899,-6.202539861,-0.346791797
Htatip2,56.96494169,48.16827266,-0.012974012,0.237452922
Htatsf1,21.73171831,28.67930874,-8.034784994,-0.384750748
Htra2,14.24208494,20.03970243,-13.1217509,-0.46505404
Htt,14.57772377,15.1522666,-2.818513584,-0.052252187
Hus1,4.126793423,5.942530394,-4.415608583,-0.437404821
Huwe1,27.58756272,32.52873348,-5.102214313,-0.230010362
Hvcn1,36.93345954,21.68751281,-3.480328729,0.741572494
Hyal1,2.566099695,2.744262881,-0.750659306,-0.070334693
Hyal2,2.396880819,2.484207089,-1.205099315,-0.036619774
Hyls1,3.189718271,5.956696864,-6.885769563,-0.731549221
Hyou1,9.222981244,10.23948367,-2.112601754,-0.136759782
Hypk,132.4907679,134.5923842,-0.958920034,-0.022536179
Iah1,68.20816943,56.68941737,-0.541995606,0.262635653
Iars,14.0759794,17.85079734,-7.22642667,-0.322373818
Iars2,17.32135656,18.7468059,-4.080209357,-0.108092984
Iba57,4.203714167,4.595990183,-1.821744288,-0.104851713
Ibtk,6.27538538,8.353381763,-5.066004865,-0.362464403
Ica1,2.46502487,1.906956473,-0.035197462,0.253356238
Icam1,60.25906355,51.00620159,-0.141112006,0.236239642
Icam2,33.22961475,28.98957909,-0.948075343,0.190783781
Ice1,7.475338486,6.796286839,-1.04852824,0.120483817
Ice2,2.651114193,2.588803913,-0.383128741,0.024833693
Ick,3.06705847,2.313594741,-0.157973854,0.295588563
Icmt,7.876337367,9.495807054,-4.260604985,-0.241776697
Icos,201.1215517,154.3340777,-4.124726131,0.379848794
Id2,438.946003,415.2090785,-0.099655427,0.080018031
Id3,10.43872517,8.799595534,-0.577222561,0.223132165
Ide,22.42425124,32.36882317,-11.85007994,-0.510497875
Idh1,7.621811387,6.122415658,-0.333732296,0.275624369
Idh2,22.57701561,27.50811919,-6.529798386,-0.273991748
Idh3a,96.07191757,125.4714125,-12.36076542,-0.381685419
Idh3b,125.3826541,112.0052665,-0.97181296,0.161408459
Idh3g,125.7323712,117.623861,-0.42169079,0.095390843
Idi1,65.89767345,54.18665533,-0.047153747,0.277636587
Idnk,109.0217706,79.8996247,-6.846288379,0.443584111
Ids,5.110196264,4.335346942,-0.315613432,0.195636633
Idua,3.460199282,2.402359883,-0.131186678,0.390572422
Ier2,384.1856252,385.0212193,-0.469790199,-0.003126289
Ier3,12.07167433,9.805392964,-1.082094266,0.274692405
Ier3ip1,159.9577008,138.5777638,-2.136216941,0.205612478
Ier5,124.8666237,108.9763018,-0.986545767,0.194703094
Ier5l,5.332200807,4.219516636,-0.622436445,0.278790798
Iffo1,7.973634196,7.422594199,-1.608377515,0.091427716
Iffo2,2.903726883,2.618302642,-0.634585754,0.109539038
Ifi203,145.8875433,93.13580192,-13.84818181,0.641896633
Ifi204,2.199968627,2.357294008,-1.050716351,-0.069241123
Ifi206,129.7598579,84.98023639,-8.54997379,0.604842732
Ifi209,109.1805036,61.54093204,-13.4885003,0.816996337
Ifi213,41.68111656,21.60871043,-2.478150379,0.916719213
Ifi214,61.17629087,33.09051938,-7.801692975,0.866993975
Ifi27,261.7822837,219.8881284,-3.202291245,0.250552132
Ifi27l2a,3311.144269,1929.663553,-60.8432878,0.778668739
Ifi30,23.76012093,32.47700782,-10.37238538,-0.435152225
Ifi35,101.2420811,79.34347674,-3.2595278,0.347736308
Ifi44,2.396488093,1.463239268,-0.098043966,0.463487025
Ifi47,208.0607652,150.8910846,-10.8223827,0.460885143
Ifih1,6.749753677,6.226041352,-0.999442969,0.100944945
Ifit1,18.62238591,4.897247748,-6.298348725,1.734386762
Ifit1bl1,17.6314722,6.049960035,-5.85366309,1.402054691
Ifit2,7.051277235,8.596436215,-2.626912399,-0.253281071
Ifit3,10.0132264,3.667150189,-2.557925213,1.238623378
Ifit3b,2.502092688,1.239585004,-1.532488861,0.644985842
Ifitm1,17.01179548,13.01205941,-2.16973123,0.362272991
Ifitm10,8.403531409,8.597545433,-1.552037722,-0.029462835
Ifitm2,10.10196937,11.46343419,-3.43494494,-0.166886028
Ifitm3,42.70118696,30.43101946,-0.347708561,0.475483399
Ifnar1,29.79076115,25.55820327,-0.72017285,0.213339983
Ifnar2,36.32076837,37.70857021,-2.449049065,-0.05267433
Ifng,130.3795982,126.1081313,-1.867977116,0.047684935
Ifngr1,292.1867808,280.7257883,-0.078001968,0.057528427
Ifrd1,70.92705643,69.00123613,-0.498655887,0.039154166
Ifrd2,11.50046138,22.09728604,-19.4633168,-0.885741999
Ift140,3.021785077,3.053812847,-3.060530813,-0.011443499
Ift20,96.21900643,75.81301875,-2.203235072,0.339887541
Ift22,5.47984802,8.512593574,-8.522792678,-0.553878764
Ift27,56.42267229,67.98912516,-7.050312913,-0.264748495
Ift46,12.79485042,12.80592521,-2.908145717,-0.00115776
Ift52,35.72109023,27.98494712,-0.486940749,0.341305039
Ift57,5.895610858,6.606297695,-2.278226522,-0.141516043
Ift74,2.281940405,2.748003781,-2.137205092,-0.191573367
Ift80,4.165012593,5.704373334,-3.270902743,-0.376330621
Igbp1,98.56002113,76.02611972,-3.985377501,0.370218787
Igf2bp2,4.856839838,3.618186861,-0.076349388,0.342795894
Igf2bp3,5.722598743,5.79847182,-1.337168777,-0.016191449
Igf2r,16.6581473,18.89356587,-5.075954951,-0.171967916
Igfbp4,1.072281451,1.097972801,-0.270570002,-0.017776016
Igfbp6,7.491938497,7.736780948,-1.418694623,-0.041007897
Ighmbp2,7.613377485,7.572129716,-2.033808329,0.006925378
Igsf23,4.843819958,3.622727116,-0.080977221,0.338167529
Igsf8,8.837442615,13.40940486,-9.620623468,-0.55065553
Igtp,58.73127292,44.32243096,-0.619503224,0.398261222
Iigp1,3.795345841,2.596078569,-0.046136869,0.415210324
Ik,58.93831005,61.43101045,-2.730249128,-0.058784408
Ikbip,3.332795733,2.878131345,-0.180416398,0.159936558
Ikbkap,6.114072951,7.927758322,-4.527311741,-0.327622205
Ikbkb,89.15273109,75.4541273,-1.548090444,0.237776811
Ikbke,17.11855997,11.76394807,-0.128173581,0.505393652
Ikbkg,13.76109436,11.40600932,-0.702829416,0.25076057
Ikzf1,149.5352484,156.7889574,-1.662911587,-0.067894905
Ikzf2,43.66590618,32.39556386,-0.032234678,0.419517558
Ikzf3,63.30504252,55.89099753,-0.011111579,0.176731494
Ikzf5,16.69287531,15.98453426,-1.708297397,0.058946865
Il10,16.4766517,21.68569074,-4.818522765,-0.376353778
Il10ra,9.411132628,8.292334141,-0.679877414,0.16401409
Il10rb,53.73059858,41.81778427,-0.682710395,0.354137494
Il12rb1,28.00581062,26.51811072,-1.921664537,0.075960514
Il12rb2,27.99086093,27.31862543,-2.610039334,0.033846937
Il15ra,15.18437497,10.38511046,-0.09817299,0.507453362
Il16,71.66521841,62.70389501,-0.015240701,0.189883391
Il17ra,30.22275784,32.88214035,-4.418804071,-0.11792704
Il18,1.841949577,2.147049679,-1.54603075,-0.147118995
Il18r1,21.67968464,17.76769894,-0.636217307,0.273148804
Il18rap,17.47876948,15.12627358,-2.444776679,0.196455587
Il1rap,4.678915346,3.927913478,-0.831550595,0.20463848
Il1rl1,1.216844217,1.651691076,-1.757989384,-0.258405318
Il1rl2,3.15140891,2.671452151,-0.293502327,0.177250245
Il2,26.23759659,32.42021645,-6.731862138,-0.29512167
Il21r,148.3105667,129.3527755,-0.950000209,0.195894967
Il27ra,23.38653374,19.91988144,-0.532026564,0.221210035
Il2ra,53.13368497,68.46931286,-5.831852172,-0.359849229
Il2rb,92.92400785,106.0560211,-3.578861602,-0.188800062
Il2rg,196.9926993,169.7843399,-2.029980053,0.213271541
Il3ra,11.90452455,11.36841236,-2.517236296,0.061216663
Il4ra,21.19674903,18.54575063,-0.969157764,0.183493402
Il6ra,1.172252873,1.474741227,-1.303000573,-0.188085619
Il6st,10.28973207,12.3587344,-4.361504381,-0.242772085
Il7r,20.93421319,11.62856155,-0.769984008,0.796492636
Ildr1,7.511164875,5.393035965,-0.169397993,0.412855389
Ilf2,58.14077986,78.53883596,-12.78568444,-0.427506181
Ilf3,15.79749976,25.29834264,-16.23761564,-0.646725372
Ilk,118.3925919,114.9900054,-0.42169079,0.041712825
Ilkap,59.90434719,72.78545995,-6.258887642,-0.276791342
Ilvbl,25.68745164,19.67228882,-0.02966626,0.368463419
Immp1l,60.49023747,55.3811894,-0.046136869,0.125143466
Immp2l,3.002566713,3.680553993,-2.258940669,-0.225753849
Immt,64.09345617,82.15125984,-11.37692724,-0.353225605
Imp3,116.108897,119.6107657,-1.357626036,-0.042508003
Imp4,74.49891655,76.54523377,-1.594452919,-0.038582169
Impa1,75.01480613,70.16344779,-0.173730639,0.095144044
Impa2,40.25422402,60.15634946,-19.32238499,-0.567960447
Impact,12.01067534,10.03190741,-0.599638545,0.238013595
Impad1,22.52250336,22.39408232,-3.245462144,0.007897969
Impdh1,41.3230345,42.70789611,-2.292861099,-0.046450865
Impdh2,132.5768187,214.8821542,-48.58671866,-0.692574329
Inafm1,3.439766187,2.41684376,-0.071970239,0.377819421
Inafm2,2.862180446,3.155012391,-1.039859438,-0.105437209
Incenp,23.61910279,117.6808047,-130.2411102,-2.269236524
Inf2,4.827453579,5.588270487,-2.991763748,-0.17703418
Ing1,37.82407676,52.03742511,-13.44813375,-0.450059119
Ing2,40.08152458,57.07642495,-13.18754744,-0.499462925
Ing3,19.83129112,18.98567152,-1.483390375,0.059786211
Ing4,25.43301672,23.54192151,-1.007410416,0.107092876
Ing5,10.78492288,12.01957968,-4.661035146,-0.143740557
Inip,16.12495816,18.44104501,-3.915225386,-0.183005307
Ino80,7.075411668,9.328905459,-5.695554022,-0.355079669
Ino80b,53.00284526,44.08830239,-0.404454066,0.260282228
Ino80c,43.91113315,40.28966351,-0.850706332,0.121292462
Ino80d,20.34845395,20.99280363,-3.232983989,-0.042899936
Ino80e,61.02629665,73.81858577,-6.524336958,-0.270516706
Inpp1,63.94625504,38.85770426,-6.282184976,0.704387723
Inpp4a,10.5791354,9.911649421,-1.642103229,0.085658335
Inpp4b,15.58155067,13.43225222,-0.231497149,0.200282475
Inpp5b,30.33684059,33.31266633,-4.098457595,-0.130881504
Inpp5d,49.57979273,46.40911333,-0.766851086,0.093396714
Inpp5e,5.800097541,5.781075531,-2.361055661,0.004041327
Inpp5f,3.768499788,3.398862061,-0.379187752,0.116405091
Inpp5k,30.69621461,25.18553552,-0.209823786,0.275540444
Inppl1,2.17968426,1.749776326,-0.293886063,0.209569243
Insig1,43.2437466,38.83629881,-0.650110912,0.151389947
Insig2,19.90568935,18.2950016,-1.166945038,0.115668453
Insl6,22.74512008,18.23113291,-0.223146614,0.304187298
Ints1,7.004991385,11.03921825,-8.681661463,-0.58876996
Ints10,17.91783772,20.9665581,-4.845197052,-0.215561634
Ints11,53.33891494,69.28759963,-8.358369059,-0.371284429
Ints12,11.97093318,13.98083839,-5.349460871,-0.207836089
Ints13,25.56747806,24.0952357,-1.682906739,0.082247789
Ints14,19.70052384,20.30428117,-3.689854922,-0.041476098
Ints2,7.648764642,9.663702261,-5.294669622,-0.302142422
Ints3,14.1734568,14.17090444,-2.586872648,0.0002427
Ints4,9.855611137,11.28871842,-3.497869507,-0.178893519
Ints5,10.34315019,12.29404563,-4.347877535,-0.228958853
Ints6,5.706766973,5.035566836,-0.772222267,0.152128207
Ints6l,3.319012772,3.803545263,-2.445061985,-0.153397999
Ints7,17.26869107,26.56960836,-11.05424608,-0.593705503
Ints8,13.86435131,12.30791408,-0.960898995,0.159572048
Ints9,14.96735664,14.90068291,-2.312276753,0.00603677
Invs,3.521177692,3.118973632,-0.300135852,0.134413729
Ip6k1,19.6553936,20.52277992,-3.446969881,-0.059345879
Ip6k2,11.36466796,10.24716981,-1.728047757,0.136661485
Ipcef1,64.69642477,49.94852458,-1.037955438,0.366774493
Ipmk,7.55500326,8.848580741,-4.116037415,-0.203147431
Ipo11,13.00361954,13.16407476,-2.636929261,-0.016436592
Ipo13,6.998525866,6.440319187,-1.185836029,0.104369621
Ipo4,4.2129882,6.585863529,-6.028736655,-0.541202823
Ipo5,27.35727212,56.56539559,-36.85717221,-1.021483065
Ipo7,23.62745798,41.6882447,-25.87873687,-0.793571119
Ipo8,14.93762821,15.38568449,-3.250579217,-0.039998993
Ipo9,8.981259766,16.33119784,-12.51376934,-0.79607755
Ipp,6.152414591,9.328935646,-6.631846832,-0.530189328
Ippk,7.281941832,7.199033362,-2.142327547,0.014515239
Iqcb1,3.590313968,4.493116489,-2.062247117,-0.259032052
Iqcc,6.60919769,6.480922742,-1.78561904,0.024528113
Iqce,6.396126933,4.457835294,-0.100433476,0.438441127
Iqcg,3.834335695,3.453541486,-0.433915145,0.118364624
Iqgap1,97.15875996,112.3382113,-4.185239133,-0.207445411
Iqgap2,25.17299658,33.49279095,-12.26963683,-0.398215758
Iqgap3,1.667604322,3.581054689,-6.74431199,-0.780135094
Iqsec1,10.56840234,7.819616101,-0.324936076,0.39140187
Irak1,24.35493851,26.61757071,-4.734544085,-0.123319648
Irak1bp1,2.338982039,2.967093939,-4.035027039,-0.248674227
Irak2,9.232386429,5.690717972,-0.115504157,0.612909716
Irak3,1.980843526,1.42611493,-0.486807758,0.29707275
Irak4,19.94253242,16.11649331,-0.385745527,0.291048742
Ireb2,11.4958675,11.94354668,-3.105683525,-0.050781926
Irf1,112.7707669,107.7800097,-0.70138213,0.064716449
Irf2,47.31547481,46.78104122,-1.098954359,0.016047047
Irf2bp1,7.126184592,12.73393016,-11.06489927,-0.757094491
Irf2bp2,13.09196102,17.85339028,-9.015859273,-0.419951588
Irf2bpl,38.09542979,41.92355394,-3.577717227,-0.134769564
Irf3,36.66037519,39.81324289,-3.181060729,-0.115989974
Irf4,76.90497081,71.37307226,-0.525281114,0.106262368
Irf5,3.481177163,3.015472566,-0.377306015,0.158307982
Irf7,49.58037633,28.58886326,-2.668133301,0.773523499
Irf8,41.68792332,55.64928286,-9.635539103,-0.408229712
Irf9,48.17772845,35.2768398,-0.455903897,0.438956314
Irgm1,41.16733049,28.15476529,-0.407036198,0.532393983
Irgm2,4.276017646,3.560932656,-0.731565472,0.210120521
Irgq,3.283183884,2.787320103,-0.302538583,0.177506253
Isca1,32.62648103,37.13943025,-5.009542939,-0.181685482
Isca2,28.45702282,27.50012061,-2.830904197,0.047643602
Iscu,66.34781147,66.86881405,-0.808079492,-0.011117739
Isg15,142.5099701,89.59876631,-7.425761265,0.663587659
Isg20,88.81927482,58.1000285,-3.27940077,0.603866248
Isg20l2,31.54106404,33.83169606,-4.002679232,-0.098139298
Isoc1,11.08213523,15.44855711,-7.790410899,-0.445085596
Isoc2a,7.947698653,9.285808037,-3.268806877,-0.20106656
Isoc2b,21.11505279,14.84209751,-0.148117436,0.481265324
Ist1,24.70727191,20.70559679,-0.461974938,0.244109428
Isy1,79.84686844,94.33810384,-5.592118278,-0.237861039
Isyna1,51.28397434,57.08304129,-3.845880017,-0.151748185
Itch,25.58548109,25.60517488,-2.91673418,-0.001068313
Itfg1,29.29214094,25.01370332,-0.505544546,0.21967175
Itfg2,19.48700687,17.73105904,-1.412161974,0.129276753
Itga1,5.066624257,4.806700677,-1.438747133,0.063175291
Itga4,87.03739715,84.70777811,-1.169642414,0.038690355
Itga6,10.31498784,8.514241696,-0.792276617,0.250074453
Itgae,29.93853503,20.74564378,-0.093893982,0.508678465
Itgal,122.6376965,110.2720573,-0.687633377,0.152027333
Itgam,5.349294353,4.835045197,-1.005111587,0.121852432
Itgav,7.963182609,8.762798044,-3.493207453,-0.123283598
Itgax,43.54012775,42.76558342,-2.349365942,0.025308894
Itgb1,32.67380982,36.73774873,-7.289784145,-0.164381405
Itgb1bp1,126.8518646,97.83291796,-5.146864418,0.37140966
Itgb2,232.7749336,227.30635,-0.238889869,0.03414926
Itgb3,3.62666502,3.591641116,-0.851831798,0.010962763
Itgb3bp,21.15964471,22.22185108,-3.350108867,-0.067548228
Itgb7,482.7056461,423.1130364,-4.325044591,0.189680548
Itih5,7.837448795,6.079782447,-0.146954271,0.319924922
Itk,116.0179188,106.5497718,-0.113937929,0.121725001
Itm2a,11.11849078,6.674072847,-0.404565562,0.659145674
Itm2b,1014.624151,825.6316152,-22.03740356,0.29705016
Itm2c,66.54854829,47.8810296,-2.579217059,0.466650091
Itpa,75.54508189,80.12025897,-1.550170062,-0.083752572
Itpk1,47.36063328,42.51091523,-0.334635665,0.152455773
Itpkb,67.08310569,64.4103193,-0.894631203,0.057778592
Itpkc,2.597370447,3.051399393,-1.377333204,-0.171477583
Itpr1,15.14132997,14.88108595,-2.185480824,0.023449887
Itpr2,24.99020242,20.95402649,-0.407695317,0.243482308
Itpr3,11.40306206,10.72527249,-1.705630175,0.081074885
Itpripl1,9.690421742,11.96712788,-4.307930383,-0.2785402
Itpripl2,1.543854253,1.372393409,-0.194943163,0.100672746
Itsn2,29.39953822,24.25630652,-0.335966816,0.267405734
Ivd,7.429153319,6.07906512,-0.597324845,0.251828878
Ivns1abp,29.6236817,45.58598382,-17.40370877,-0.605248221
Iws1,23.10805586,36.18753081,-15.91317413,-0.625303646
Izumo4,17.0464197,12.72446333,-0.466382132,0.394962907
Jade1,6.404848929,11.27846663,-9.314802669,-0.729588197
Jade2,3.905547245,4.84204855,-3.584335262,-0.25206026
Jade3,2.549646897,2.262322246,-0.295379502,0.121776223
Jagn1,32.76343363,28.90479794,-0.23215237,0.175084659
Jak1,226.7921183,209.2997191,-0.651624651,0.115270907
Jak2,21.2563325,20.8667432,-2.243599386,0.025477515
Jak3,26.64829209,27.62255444,-3.895316187,-0.049962068
Jakmip1,60.46996834,50.88809237,-0.050684136,0.244478245
Jaml,94.73572176,64.72571383,-2.265295568,0.542599431
Jarid2,16.27635958,12.48276813,-0.699718654,0.357682525
Jdp2,3.113088374,2.404321925,-0.023280722,0.2728546
Jkamp,20.05750432,19.36118485,-1.632034598,0.048512946
Jmjd1c,34.25463921,29.52688921,-0.235969712,0.207732535
Jmjd4,3.812572025,3.987141837,-1.214724626,-0.051405102
Jmjd6,49.99939725,45.75485892,-0.606183247,0.125363894
Jmjd7,18.27540901,13.61569446,-0.448399403,0.399243093
Jmjd8,8.239954243,7.240158958,-1.30469958,0.165213539
Jmy,6.085947929,3.872830835,-0.231249572,0.540200725
Josd1,8.495835313,9.942561696,-4.156027842,-0.204583699
Josd2,27.9117654,27.32723277,-2.110522119,0.02946703
Jpt2,12.95309153,25.45091416,-20.75417953,-0.922732774
Jpx,3.031212347,2.405218028,-0.105567374,0.243466607
Jrkl,2.482220322,2.458432476,-0.799018526,0.009889197
Jtb,85.7456999,71.89104292,-1.260357019,0.251050701
